;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N527GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 20 Dec 2021 ; Parked, lsf United Airlines ; 527 ; 22.2 Years ;;;
; N530GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 1 Sep 2020 ;lsf United Airlines, opf United Express ; 530 ; 16.8 Years ;;;
; N531GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 25 Dec 2019 ; Parked, lsf United Airlines, opf United Express ; 531 ; 16.6 Years ;;;
; N532GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 13 Dec 2020 ;lsf United Airlines, opf United Express ; 532 ; 16.6 Years ;;;
; N533GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 8 Jan 2020 ;lsf United Airlines, opf United Express ; 533 ; 16.2 Years ;;;
; N534GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 1 Mar 2020 ;lsd, opf United Express ; 534 ; 16.4 Years ;;;
; N535GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 11 Dec 2019 ;lsd, opf United Express ; 535 ; 16.4 Years ;;;
; N536GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 26 Aug 2019 ;lsd, opf United Express ; 536 ; 16.5 Years ;;;
; N537GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 2 Sep 2020 ;lsd, opf United Express ; 537 ; 16.2 Years ;;;
; N538GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 10 Sep 2019 ;lsd, opf United Express ; 538 ; 15.9 Years ;;;
; N539GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 24 Oct 2019 ;lsd, opf United Express ; 539 ; 16.3 Years ;;;
; N540GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 10 Sep 2019 ;lsd, opf United Express ; 540 ; 15.9 Years ;;;
; N541GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 26 Aug 2019 ;lsd, opf United Express ; 541 ; 16.2 Years ;;;
; N542GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 12 Feb 2020 ;lsd, opf United Express ; 542 ; 13.5 Years ;;;
; N543GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 10 Sep 2019 ;lsd, opf United Express ; 543 ; 15.9 Years ;;;
; N544GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 28 Feb 2020 ;lsd, opf United Express ; 544 ; 15.9 Years ;;;
; N545GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 26 Aug 2019 ;lsd, opf United Express ; 545 ; 15.9 Years ;;;
; N546GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; Oct 2019 ;lsd, opf United Express ; 546 ; 13.3 Years ;;;
; N547GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 14 Nov 2019 ;lsd, opf United Express ; 547 ; 13 Years ;;;
; N548GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 28 Feb 2021 ; Parked, lsd, opf United Express ; 548 ; 13 Years ;;;
; N549GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 14 Dec 2019 ;lsd, opf United Express ; 549 ; 12.7 Years ;;;
; N54EA ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 1 Oct 2021 ; Parked, lsf United Airlines ;; 18.9 Years ;;;
; N550GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 16 Nov 2021 ; Parked STL, lsd ; 550 ; 19.2 Years ;;;
; N551GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 4 Dec 2019 ;lsd, opf United Express ; 551 ; 12.6 Years ;;;
; N552GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 30 Sep 2020 ; Parked, lsd, opf United Express ; 552 ; 12.5 Years ;;;
; N553GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 27 Jan 2020 ;lsd, opf United Express ; 553 ; 12.3 Years ;;;
; N554GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 7 Jan 2020 ;lsd, opf United Express ; 554 ; 12.2 Years ;;;
; N556GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 23 Jul 2021 ;lsf Mesa Airlines, opf United Express ; 556 ; 19.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N557GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 20 Jul 2021 ; Parked, lsf Mesa Airlines, opf United Express ; 557 ; 19.3 Years ;;;
; N558GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 28 Jul 2021 ;lsf Mesa Airlines, opf United Express ; 558 ; 18.9 Years ;;;
; N559GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 30 Jul 2021 ;lsf Mesa Airlines, opf United Express ; 559 ; 19.3 Years ;;;
; N561GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 30 Jul 2021 ;lsf Mesa Airlines, opf United Express ; 561 ; 19.3 Years ;;;
; N562GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 14 Jul 2021 ;opf United Express ; 562 ; 19.8 Years ;;;
; N563GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 4 Aug 2021 ;lsf Mesa Airlines, opf United Express ; 563 ; 19.5 Years ;;;
; N565GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 4 Feb 2022 ;lsf Mesa Airlines, opf United Express ; 565 ; 19.1 Years ;;;
; N568GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 4 Aug 2021 ;opf United Express ; 568 ; 18.8 Years ;;;
; N569GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 18 Aug 2021 ;lsf Mesa Airlines, opf United Express ; 569 ; 18.7 Years ;;;
; N571GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 6 Aug 2021 ;opf United Express ; 571 ; 18.5 Years ;;;
; N572GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 5 Aug 2021 ;lsf Mesa Airlines, opf United Express ; 572 ; 18.5 Years ;;;
; N573GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 5 Dec 2021 ;opf United Express ; 573 ; 15.5 Years ;;;
; N574GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 20 Jan 2022 ;lsf Mesa Airlines, opf United Express ; 574 ; 15.5 Years ;;;
; N575GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 10 Sep 2021 ;lsf Mesa Airlines, opf United Express ; 575 ; 15.5 Years ;;;
; N578GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 1 Jul 2021 ; Parked ; 578 ; 19.1 Years ;;;
; N579GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 28 Jun 2021 ;; 579 ; 19.1 Years ;;;
; N582GJ ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 17 Nov 2021 ; Parked, lsd ; 582 ; 12.5 Years ;;;
; N83EA ;Bombardier CRJ-550 (CL-600-2C11); C10Y40 ; 22 Dec 2021 ; Parked, lsf United Airlines ;; 20.9 Years ;;;
