;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; PR-YJB ;Airbus A321-251NX; Y214 ; 25 Feb 2020 ;lsd ; Felicidade Azul ; 2 Years ;;;
; PR-YJC ;Airbus A321-251NX; Y214 ; 28 Apr 2020 ;lsd ; Sucesso Azul ; 1.9 Years ;;;
; PR-YJD ;Airbus A321-251NX; Y214 ; 30 Apr 2021 ;lsd ; Azul Melhor do Mundo ; 0.9 Years ;;;
; PR-YJE ;Airbus A321-251NX; Y214 ; 22 Dec 2021 ;lsd, Brazilian Flag cs ; Bandeira Azul ; 0.2 Years ;;;
; PR-YJF ;Airbus A321-251NX; Y214 ; 31 Dec 2021 ; Parked, lsd, Minnie Mouse - Walt Disney World cs ; Minnie Mouse nas nuvens ; 0.2 Years ;;;
; PR-AIS ;Airbus A330-243; C32Y206 ; 22 Jul 2019 ; Parked VCP, lsd ; Voa Brasil ; 7.9 Years ;;;
; PR-AIT ;Airbus A330-243; C20Y251 ; 23 Jun 2015 ;lsd, Tudo Azul cs ; Big Blue Bus ; 18.9 Years ;;;
; PR-AIU ;Airbus A330-243; C20Y251 ; 23 Sep 2015 ;lsd, Azul Viagens cs ; Red, White and Azul ; 19.6 Years ;;;
; PR-AIV ;Airbus A330-243; C35Y207 ; 13 Aug 2014 ;lsd, Brazilian Flag cs ; Nação Azul ; 18.9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; PR-AIW ;Airbus A330-243; C20Y251 ; 11 Dec 2014 ;lsd ; Welcome to Azul ; 20 Years ;;;
; PR-AIX ;Airbus A330-243; C20Y251 ; Jun 2017 ; Parked, lsd ; I ♥ Azul ; 21.3 Years ;;;
; PR-AIY ;Airbus A330-243; C20Y251 ; 30 Nov 2017 ;lsd ; Don't Worry Be Azul ; 21.3 Years ;;;
; PR-AIZ ;Airbus A330-243; C35Y207 ; 1 Jul 2014 ; Parked, lsd ; América Azul ; 18.9 Years ;;;
; PR-ANV ;Airbus A330-941; C34Y264 ; 18 Dec 2020 ; Parked LDE, lsd, FEMAMA Pink Ribbon cs ; La Belle Azul ; 1.3 Years ;;;
; PR-ANW ;Airbus A330-941; C34Y264 ; 30 Dec 2019 ;lsd ; Gigante Azul ; 2.3 Years ;;;
; PR-ANX ;Airbus A330-941; C34Y264 ; 30 Dec 2019 ;lsd ; Azul Around the World ; 2.2 Years ;;;
; PR-ANY ;Airbus A330-941; C34Y264 ; 25 Oct 2019 ;lsd ; Azul Sem Fim ; 2.7 Years ;;;
; PR-ANZ ;Airbus A330-941; C34Y264 ; 10 May 2019 ;lsd ; O Mundo é Azul ; 3.1 Years ;;;
; PR-AKA ;ATR 72-600 (72-212A); Y70 ; 19 May 2015 ;lsd ; É Azul, uai ; 6.9 Years ;;;
; PR-AKB ;ATR 72-600 (72-212A); Y70 ; 24 Jun 2015 ;lsd ; Tuiuiu Azul ; 6.7 Years ;;;
; PR-AKC ;ATR 72-600 (72-212A); Y70 ; 4 Sep 2015 ;lsd ; Maracatu Azul ; 6.5 Years ;;;
; PR-AKD ;ATR 72-600 (72-212A); Y70 ; 22 Oct 2015 ;lsd ; Familia Azul ; 6.4 Years ;;;
; PR-AKF ;ATR 72-600 (72-212A); Y70 ; 26 Nov 2015 ;lsd, FEMAMA Pink Ribbon cs ; É Azuuuuuuuul ; 6.3 Years ;;;
; PR-AKI ;ATR 72-600 (72-212A); Y68 ; 13 Feb 2018 ;lsd ; #Azulou ; 5.5 Years ;;;
; PR-AKJ ;ATR 72-600 (72-212A); Y68 ; 23 Feb 2018 ;lsd ; Azul Valente ; 5.3 Years ;;;
; PR-AKL ;ATR 72-600 (72-212A); Y68 ; 5 Mar 2018 ;lsd, Viva Intensamente O Brasil cs ; Rainbow Azul ; 5.2 Years ;;;
; PR-AKM ;ATR 72-600 (72-212A);; 24 Dec 2021 ;; Azul Supimpa ; 2.1 Years ;;;
; PR-AKN ;ATR 72-600 (72-212A);; 24 Dec 2021 ;; Prosa Azul ; 2.1 Years ;;;
; PR-AKO ;ATR 72-600 (72-212A);; 24 Dec 2021 ;Brazilian Flag cs ; Brasileirinho ; 2.9 Years ;;;
; PR-AQA ;ATR 72-600 (72-212A); Y70 ; 26 Oct 2012 ;lsd ; Para sempre Azul ; 9.4 Years ;;;
; PR-AQB ;ATR 72-600 (72-212A); Y68 ; 20 Nov 2012 ;lsd ; Azul, blanc et rouge ; 9.3 Years ;;;
; PR-AQE ;ATR 72-600 (72-212A); Y70 ; 31 Dec 2012 ;lsd ; 100% Azul ; 9.2 Years ;;;
; PR-AQH ;ATR 72-600 (72-212A); Y70 ; 24 Apr 2013 ;lsd ; Infinito Azul ; 8.9 Years ;;;
; PR-AQI ;ATR 72-600 (72-212A); Y70 ; 27 Jun 2013 ;lsd ; É Azul, É Azul ; 8.7 Years ;;;
; PR-AQJ ;ATR 72-600 (72-212A); Y70 ; 1 Aug 2013 ;lsd ; Alma Azul ; 8.7 Years ;;;
; PR-AQK ;ATR 72-600 (72-212A); Y70 ; 11 Oct 2013 ;lsd ; Azul Fever ; 8.5 Years ;;;
; PR-AQL ;ATR 72-600 (72-212A); Y70 ; 7 Aug 2013 ;lsd ; Dia lindo, Dia Azul ; 8.6 Years ;;;
; PR-AQM ;ATR 72-600 (72-212A); Y70 ; 14 Nov 2013 ;lsd ; Pantanal Azul ; 8.3 Years ;;;
; PR-AQN ;ATR 72-600 (72-212A); Y70 ; 31 Oct 2013 ;lsd ; Azulmania ; 8.4 Years ;;;
; PR-AQO ;ATR 72-600 (72-212A); Y70 ; 22 Mar 2014 ; Parked, lsd ; Vamos de Azul ; 8 Years ;;;
; PR-AQP ;ATR 72-600 (72-212A); Y70 ; 12 Apr 2014 ;lsd ; Guerreiro Azul ; 7.9 Years ;;;
; PR-AQQ ;ATR 72-600 (72-212A); Y70 ; 5 Aug 2014 ;lsd ; Eu Sempre Sonhei Azul ; 7.6 Years ;;;
; PR-AQR ;ATR 72-600 (72-212A); Y70 ; 10 Sep 2014 ;lsd ; Se você fosse uma cor, seria o Azul ; 7.5 Years ;;;
; PR-AQS ;ATR 72-600 (72-212A); Y70 ; 17 Oct 2014 ;lsd ; Lindo voo Azul ; 7.4 Years ;;;
; PR-AQT ;ATR 72-600 (72-212A); Y70 ; 20 Nov 2014 ;lsd ; Lua Azul ; 7.3 Years ;;;
; PR-AQV ;ATR 72-600 (72-212A); Y70 ; 2 Dec 2014 ;lsd ; Gralha Azul ; 7.3 Years ;;;
; PR-AQZ ;ATR 72-600 (72-212A); Y70 ; 20 Apr 2015 ;lsd ; Azul, asas do Brasil ; 6.9 Years ;;;
; PR-ATV ;ATR 72-600 (72-212A); Y70 ; 18 Sep 2012 ;lsd ; Magia Azul ; 9.5 Years ;;;
; PR-ATW ;ATR 72-600 (72-212A); Y70 ; 4 Oct 2012 ;lsd ; Horizonte Azul ; 9.4 Years ;;;
; PR-TKI ;ATR 72-600 (72-212A); Y68 ; 6 Mar 2013 ;Frevo Azul, lsd ;; 10.3 Years ;;;
; PR-TKJ ;ATR 72-600 (72-212A); Y68 ; 6 Mar 2013 ;lsd ;; 10.3 Years ;;;
; PR-TKK ;ATR 72-600 (72-212A); Y68 ; 6 Mar 2013 ;lsd ; Tri Azul ; 10.1 Years ;;;
; PR-TKL ;ATR 72-600 (72-212A); Y68 ; 6 Mar 2013 ; Parked, lsd ;; 10 Years ;;;
; PR-TKM ;ATR 72-600 (72-212A); Y68 ; 6 Mar 2013 ;lsd ;; 9.9 Years ;;;
; PR-AJY ;Boeing 737-48E(SF); Cargo ; 7 Nov 2018 ; Parked, lsd ; Azul Cargo nas Alturas ; 24.3 Years ;;;
; PR-AJZ ;Boeing 737-48E(SF); Cargo ; 29 Aug 2018 ;lsd ; Cargo Team ; 25.6 Years ;;;
; PR-PJN ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 12 Sep 2019 ;lsd, Company Values cs ; Sou Azul ; 2.5 Years ;;;
; PS-AEA ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 5 Nov 2019 ; Parked, FEMAMA Pink Ribbon cs ; Azul é Rosa ; 2.4 Years ;;;
; PS-AEB ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 22 Nov 2019 ;; Azul, é nóis ; 2.3 Years ;;;
; PS-AEC ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 14 Dec 2019 ;; Azul Lindimais ; 2.2 Years ;;;
; PS-AED ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 29 Feb 2020 ;; Azul, meu xodó ; 2 Years ;;;
; PS-AEE ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 29 Oct 2020 ;; Esse "E2 bão"! ; 2 Years ;;;
; PS-AEF ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 13 Nov 2020 ;Tropical Spix's Macaw cs ; Ararinha Azul ; 1.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; PS-AEG ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 23 Dec 2020 ;; Azul de coração ; 1.3 Years ;;;
; PS-AEH ;Embraer E195-E2 (ERJ 190-400 STD); Y136 ; 23 Dec 2020 ;; Valor Azul ; 1.2 Years ;;;
; PS- ;Embraer E195-E2 (ERJ 190-400 STD);; On Order ;;;;;;
; PR-AUE ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 23 Sep 2014 ;lsd ; Azultec ; 7.5 Years ;;;
; PR-AUF ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 30 Oct 2014 ;lsd ; Incrivelmente Azul ; 7.5 Years ;;;
; PR-AUH ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 10 Dec 2014 ;lsd ; Pernambuco é Azul ; 7.3 Years ;;;
; PR-AUI ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 15 Dec 2014 ;lsd ; Ada Rogato Pioneira Azul ; 7.3 Years ;;;
; PR-AUJ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 27 Apr 2015 ;; Cmte. Omar Fontana Pioneiro da Aviação ; 6.9 Years ;;;
; PR-AUK ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Jun 2015 ;; Ozires Silva ; 6.8 Years ;;;
; PR-AUM ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 29 Jul 2015 ;lsd ; China e Brasil, unidos ; 6.7 Years ;;;
; PR-AUN ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 23 Oct 2015 ;lsd ; Azul de Felicidade ; 6.4 Years ;;;
; PR-AUO ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 9 Nov 2015 ;lsd ; Trem é Azul ; 6.4 Years ;;;
; PR-AUP ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 18 Dec 2015 ;"1200 jatos produzidos pela Embraer" titles ; Azul & Embraer, Embraer & Azul ; 6.3 Years ;;;
; PR-AUQ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 29 Dec 2015 ;Sky cs ; Sky é Azul ; 6.3 Years ;;;
; PR-AXA ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 21 Dec 2011 ;lsd ; Azul Safira ; 10.3 Years ;;;
; PR-AXB ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 21 Dec 2011 ; Parked, lsd ; Céu Azul de Brasilia ; 10.3 Years ;;;
; PR-AXC ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 30 Jan 2012 ;lsd ; Azul Tropical ; 10.1 Years ;;;
; PR-AXD ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 19 Mar 2012 ;lsd ; Azulão ; 10.1 Years ;;;
; PR-AXE ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 30 Mar 2012 ;lsd ; Axé Azul ; 10 Years ;;;
; PR-AXF ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Apr 2012 ;lsd ; Azul Acima De Tudo ; 10 Years ;;;
; PR-AXG ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 21 May 2012 ;lsd ; Trovão Azul ; 9.9 Years ;;;
; PR-AXH ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 8 Nov 2012 ;lsd, 50 cities cs ; Verão Azul ; 9.5 Years ;;;
; PR-AXI ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 7 Dec 2012 ;lsd ; Piloto Azul ; 9.5 Years ;;;
; PR-AXJ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 13 Dec 2012 ;lsd ; O Sul é Azul ; 9.4 Years ;;;
; PR-AXK ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 29 Nov 2012 ;; Águia Branca ; 9.3 Years ;;;
; PR-AXL ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 13 Dec 2012 ;lsd ; Flecha Azul ; 9.3 Years ;;;
; PR-AXN ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 17 Dec 2012 ;lsd ; Dias Azuis ; 9.3 Years ;;;
; PR-AXO ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 19 Dec 2012 ;lsd ; Simplesmente Azul ; 9.3 Years ;;;
; PR-AXP ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 27 Feb 2013 ;lsd ; Coração Azul ; 9.1 Years ;;;
; PR-AXR ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 29 Apr 2013 ;lsd ; Agente de Aeroporto Azul ; 8.9 Years ;;;
; PR-AXS ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 May 2013 ;lsd ; Espírito Azul ; 8.8 Years ;;;
; PR-AXT ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 27 May 2013 ;lsd ; Sangue Azul ; 8.8 Years ;;;
; PR-AXU ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 21 Jun 2013 ;lsd ; Azul Bossa Nova ; 8.7 Years ;;;
; PR-AXW ;Embraer ERJ-195AR (ERJ-190-200 IGW); Preighter ; 15 Oct 2013 ;lsd ; Azul Cargo Premium ; 8.5 Years ;;;
; PR-AXX ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 12 Nov 2013 ;lsd ; Estrela Azul ; 8.4 Years ;;;
; PR-AXY ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 19 Nov 2013 ;lsd ; Azul de Norte a Sul ; 8.4 Years ;;;
; PR-AXZ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 10 Dec 2013 ;lsd ; Céu Azul de Brigadeiro ; 8.3 Years ;;;
; PR-AYE ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 19 Apr 2009 ;lsd ; Azul da Cor do Mar ; 13 Years ;;;
; PR-AYF ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Jun 2010 ;; Tripulante Azul ; 11.8 Years ;;;
; PR-AYG ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Jun 2010 ;; Tudo Novo, Tudo Azul ; 11.8 Years ;;;
; PR-AYH ;Embraer ERJ-195AR (ERJ-190-200 IGW); Preighter ; 24 Jun 2010 ;lsd ; Céu, Sol, Sul, Azul ; 11.7 Years ;;;
; PR-AYI ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 21 Jul 2010 ;; Azul Celeste ; 11.6 Years ;;;
; PR-AYJ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Aug 2010 ;lsf Lico Leasing ; Azul Real ; 11.6 Years ;;;
; PR-AYK ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 24 Aug 2010 ;; Diamante Azul ; 11.5 Years ;;;
; PR-AYL ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 22 Sep 2010 ; Parked, lsf Lico Leasing ; Amazônia Azul ; 11.5 Years ;;;
; PR-AYN ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 28 Oct 2010 ;lsd ; Blue Angels ; 11.5 Years ;;;
; PR-AYO ;Embraer ERJ-195AR (ERJ-190-200 IGW); Preighter ; 1 Dec 2010 ;lsd ; Full Cargo ; 11.4 Years ;;;
; PR-AYU ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 22 Jun 2011 ; Parked PLU, lsd ; Florescer Azul ; 10.9 Years ;;;
; PR-AYV ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 7 Sep 2011 ;lsd, Brazilian Flag cs ; Azul Brasil ; 10.6 Years ;;;
; PR-AYW ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 30 Sep 2011 ;lsd ; #MulheresDaAzul ; 10.6 Years ;;;
; PR-AYX ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 25 Oct 2011 ;lsd ; Azul é Verde ; 10.5 Years ;;;
; PR-AYY ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 17 Oct 2011 ;lsd, Azul viagens cs ; Sorriso Azul ; 10.4 Years ;;;
; PR-AYZ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 7 Dec 2011 ;lsd ; Azul de A a Z ; 10.5 Years ;;;
