;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N16151 ;Embraer ERJ-145XR; Y50 ; 3 Nov 2020 ;opf United Express ; 151 ; 18.4 Years ;;
; N27152 ;Embraer ERJ-145XR; Y50 ; 12 Mar 2019 ;lsf United Airlines, opf United Express ; 152 ; 18.4 Years ;;
; N14153 ;Embraer ERJ-145XR; Y50 ; 17 Oct 2020 ; Parked, opf United Express ; 153 ; 18.4 Years ;;
; N21154 ;Embraer ERJ-145XR; Y50 ; 6 Feb 2017 ;opf United Express ; 154 ; 18.3 Years ;;
; N10156 ;Embraer ERJ-145XR; Y50 ; 21 May 2021 ;opf United Express ; 156 ; 18.1 Years ;;
; N12157 ;Embraer ERJ-145XR; Y50 ; 19 Jun 2017 ;opf United Express ; 157 ; 18 Years ;;
; N14158 ;Embraer ERJ-145XR; Y50 ; 20 Feb 2021 ;opf United Express ; 158 ; 18 Years ;;
; N17159 ;Embraer ERJ-145XR; Y50 ; 27 Jan 2021 ;opf United Express ; 159 ; 18 Years ;;
; N12160 ;Embraer ERJ-145XR; Y50 ; 5 Jul 2017 ;opf United Express ; 160 ; 18 Years ;;
; N13161 ;Embraer ERJ-145XR; Y50 ; 26 Jun 2017 ; Parked, opf United Express ; 161 ; 17.9 Years ;;
; N14162 ;Embraer ERJ-145XR; Y50 ; 23 Oct 2017 ;opf United Express ; 162 ; 17.9 Years ;;
; N12163 ;Embraer ERJ-145XR; Y50 ; 16 Sep 2019 ;opf United Express ; 163 ; 17.8 Years ;;
; N11164 ;Embraer ERJ-145XR; Y50 ; 17 Jun 2021 ;opf United Express ; 164 ; 17.8 Years ;;
; N11165 ;Embraer ERJ-145XR; Y50 ; 11 Feb 2021 ;opf United Express ; 165 ; 17.7 Years ;;
; N12167 ;Embraer ERJ-145XR; Y50 ; 2 Jun 2021 ;lsf United Airlines, opf United Express ; 167 ; 17.6 Years ;;
; N14168 ;Embraer ERJ-145XR; Y50 ; 13 Aug 2018 ;lsf United Airlines, opf United Express ; 168 ; 17.5 Years ;;
; N17169 ;Embraer ERJ-145XR; Y50 ; 30 Mar 2018 ;lsf United Airlines, opf United Express ; 169 ; 17.5 Years ;;
; N16170 ;Embraer ERJ-145XR; Y50 ; 19 Apr 2021 ;opf United Express ; 170 ; 17.4 Years ;;
; N12172 ;Embraer ERJ-145XR; Y50 ; 29 Apr 2019 ;lsf United Airlines, opf United Express ; 172 ; 17.4 Years ;;
; N14173 ;Embraer ERJ-145XR; Y50 ; 29 Nov 2018 ;opf United Express ; 173 ; 17.3 Years ;;
