;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N446AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 5 Jun 2003 ;opf United Express ; 446 ; 18.8 Years ;;
; N447AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 19 Jun 2003 ;opf United Express ; 447 ; 18.8 Years ;;
; N448AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 3 Jul 2003 ;opf United Express ; 448 ; 18.7 Years ;;
; N449AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 25 Jun 2003 ;opf United Express ; 449 ; 18.7 Years ;;
; N450AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 11 Jul 2003 ;opf United Express ; 450 ; 18.7 Years ;;
; N451AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 28 Aug 2003 ;opf United Express ; 451 ; 18.5 Years ;;
; N452AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 29 Aug 2003 ;opf United Express ; 452 ; 18.5 Years ;;
; N453AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 11 Sep 2003 ;opf United Express ; 453 ; 18.5 Years ;;
; N454AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 18 Sep 2003 ;opf United Express ; 454 ; 18.5 Years ;;
; N455AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 1 Oct 2003 ;opf United Express ; 455 ; 18.5 Years ;;
; N456ZW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 3 Oct 2003 ;opf United Express ; 456 ; 18.5 Years ;;
; N457AW ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 17 Oct 2003 ; Parked, opf United Express ; 457 ; 18.5 Years ;;
