;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EI-FNJ ;Airbus A320-214; Y174 ; 10 Jun 2016 ; Parked, lsd ; St Dympna / Dymphna ; 14.7 Years ;;
; EI-GAL ;Airbus A320-214; Y174 ; 5 May 2017 ;lsd ; St. Maeve / Maedbh ; 13.1 Years ;;
; EI-GAM ;Airbus A320-214; Y174 ; 14 Jun 2017 ;; St Brona / Bronagh ; 13 Years ;;
; EI-LRA ;Airbus A321-253NX; C16Y168 ; 26 Jul 2019 ;lsd ; St Rowan / Ruadán ; 2.6 Years ;;
; EI-LRB ;Airbus A321-253NX; C16Y168 ; 24 Sep 2019 ;lsd ; St Attracta / Athracht ; 2.4 Years ;;
; EI-LRC ;Airbus A321-253NX; C16Y168 ; 14 Oct 2019 ;lsd ; St Fiacre / Fiachra ; 2.4 Years ;;
; EI-LRD ;Airbus A321-253NX; C16Y168 ; 27 Feb 2020 ;lsd ; St Finbarr / Fionnbharra ; 2 Years ;;
; EI-LRE ;Airbus A321-253NX; C16Y168 ; 21 Dec 2020 ;lsd ; St Lassara / Lasair ; 1.2 Years ;;
; EI-LRF ;Airbus A321-253NX; C16Y168 ; 21 Jun 2021 ;lsd ; St Gelasius / Giolla Íosa ; 0.7 Years ;;
; EI-LRG ;Airbus A321-253NX; C16Y168 ; 30 Mar 2021 ;lsd ; St Concord / Conchobhar ; 0.9 Years ;;
; EI-DAA ;Airbus A330-202; C23Y243 ; 17 Apr 2001 ; Parked FNI ; St Keeva / Caoimhe ; 21 Years ;;
; EI-DUO ;Airbus A330-202; C23Y248 ; 25 May 2007 ; Parked FNI ; St Columba / Colum ; 14.8 Years ;;
; EI-GEY ;Airbus A330-202; C24Y236 ; 6 Apr 2018 ; Parked CQM, lsd ; St Benan / Beineón ; 20.2 Years ;;
; EI-DUZ ;Airbus A330-302; C30Y287 ; 26 Jun 2007 ;; St Aoife / Aoife ; 14.8 Years ;;
; EI-EAV ;Airbus A330-302; C30Y287 ; 27 Feb 2009 ;; St Ronan / Ronán ; 13.2 Years ;;
; EI-EIK ;Airbus A330-302;; 13 May 2020 ; Parked CQM, lsd ; St. Began / Begain ; 15.4 Years ;;
; EI-EIL ;Airbus A330-302;; 23 Mar 2021 ; Parked FNI, lsd ; St. MacDara ; 14.2 Years ;;
; EI-EIM ;Airbus A330-302; C30Y283 ; 29 Nov 2019 ;; St Sillan / Síoláin ; 2.3 Years ;;
; EI-EIN ;Airbus A330-302; C30Y283 ; 28 Feb 2020 ;; St Dallan / Dallán ; 2 Years ;;
; EI-FNG ;Airbus A330-302; C30Y287 ; 31 Aug 2016 ;lsd ; St. Colmcille / Colmcille ; 5.5 Years ;;
; EI-FNH ;Airbus A330-302; C30Y287 ; 28 Sep 2016 ; Parked, lsd ; St Laurence O'Toole / Lorcan O Tuathail ; 5.5 Years ;;
; EI-GAJ ;Airbus A330-302; C30Y283 ; 23 May 2017 ;; St Carthage / Mochuta ; 4.8 Years ;;
; EI-GCF ;Airbus A330-302; C30Y283 ; 20 Nov 2017 ;; St Aengus / Oengus ; 4.5 Years ;;
