;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VT- ;Boeing 737-8 MAX; Y189 ; On Order ;lsd ;; 2.4 Years ;;;
; VT-SFB ;Boeing 737-75C(BDSF)(WL); Cargo ; 7 Sep 2018 ;lsd ; Bolt ; 23.6 Years ;;;
; VT-SFD ;Boeing 737-75C(BDSF)(WL); Cargo ; 23 Apr 2019 ;lsd ; Sonic ; 21.6 Years ;;;
; VT-SFE ;Boeing 737-75C(BDSF)(WL); Cargo ; 15 Jul 2019 ;lsd ; Flash ; 23.6 Years ;;;
; VT-SLA ;Boeing 737-7GL(WL); Y149 ; 15 Nov 2015 ;lsd ;; 14.7 Years ;;;
; VT-SLB ;Boeing 737-7GL(WL); Y149 ; 6 Nov 2015 ;lsd ; Asafoetida ; 14.6 Years ;;;
; VT-SLP ;Boeing 737-76J(WL); Y149 ; 4 May 2018 ;lsd ;; 13 Years ;;;
; VT-SYT ;Boeing 737-75R(WL); C8Y126 ; 24 Jun 2019 ; Parked ;; 14.6 Years ;;;
; VT-SYU ;Boeing 737-75R(WL); Y144 ; 26 May 2019 ; Parked ;; 14.4 Years ;;;
; VT-SFF ;Boeing 737-84P(BCF); Cargo ; 30 Sep 2019 ;lsd ; Force ; 21.7 Years ;;;
; VT-SFG ;Boeing 737-84P(BCF); Cargo ; 19 Dec 2019 ;lsd ; Blaze ; 21.2 Years ;;;
; VT-SGG ;Boeing 737-8GJ(WL); Y189 ; 17 Jun 2010 ;lsd, "Oriental Insurance" sticker ; Chilli ; 11.7 Years ;;;
; VT-SGJ ;Boeing 737-86J(WL); Y189 ; 7 Dec 2010 ; Parked, lsd ; Cumin ; 17.1 Years ;;;
; VT-SGV ;Boeing 737-8GJ(WL); Y189 ; 7 Nov 2011 ;lsd ; Nigella ; 10.3 Years ;;;
; VT-SLF ;Boeing 737-8AS(WL); Y189 ; 22 Dec 2016 ;lsd ;; 15.9 Years ;;;
; VT-SLG ;Boeing 737-8AS(WL); Y189 ; 23 Jan 2017 ;lsd ;; 15.9 Years ;;;
; VT-SLH ;Boeing 737-8AS(WL); Y189 ; 11 Apr 2017 ;lsd, "100 Core (1 Billion) Covid-19 Vaccines in India" sticker ; Clove ; 15.5 Years ;;;
; VT-SLJ ;Boeing 737-8EH(WL); Y189 ; 12 Jul 2016 ;lsd ;; 14.2 Years ;;;
; VT-SLM ;Boeing 737-8EH(WL); Y189 ; 3 Jul 2016 ; Parked, lsd ; Paprika ; 14.2 Years ;;;
; VT-SPP ;Boeing 737-86N(WL); Y189 ; 22 Aug 2007 ; Parked, lsd ; Rosemary ; 14.6 Years ;;;
; VT-SXA ;Boeing 737-85R(WL); Y186 ; 7 Jun 2019 ;lsd ;; 14.7 Years ;;;
; VT-SXB ;Boeing 737-8K9; Y186 ; 31 May 2019 ;lsd ;; 15.5 Years ;;;
; VT-SXC ;Boeing 737-8K9; Y186 ; 31 May 2019 ;lsd ;; 15.5 Years ;;;
; VT-SXD ;Boeing 737-85R(WL); C12Y156 ; 15 Jul 2019 ; Parked, lsd, "Darbar (film)" sticker ;; 15.2 Years ;;;
; VT-SXE ;Boeing 737-85R(WL); Y186 ; 2 Jul 2019 ; Parked, lsd, "Darbar (film)" sticker ;; 15.1 Years ;;;
; VT-SYA ;Boeing 737-85R(WL); Y186 ; 11 May 2019 ;lsd ;; 15.5 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VT-SYD ;Boeing 737-85R(WL); Y186 ; 10 May 2019 ;lsd ;; 14.3 Years ;;;
; VT-SYI ;Boeing 737-8AS(WL); Y189 ; May 2019 ; Parked, lsd, "Darbar (film)" sticker ;; 18.2 Years ;;;
; VT-SYJ ;Boeing 737-8AS(WL); Y189 ; 3 May 2019 ;lsd ;; 18.2 Years ;;;
; VT-SYQ ;Boeing 737-8AL(WL); C12Y156 ; 23 May 2019 ;lsd ;; 8.9 Years ;;;
; VT-SYR ;Boeing 737-8AL(WL); C12Y156 ; 16 May 2019 ;lsd ;; 8.4 Years ;;;
; VT-SYS ;Boeing 737-8AL(WL); C12Y156 ; 17 May 2019 ; Parked, lsd ;; 8.1 Years ;;;
; VT-SYW ;Boeing 737-85R(WL); Y186 ; 22 May 2019 ; Parked, lsd ;; 11.8 Years ;;;
; VT-SYX ;Boeing 737-85R(WL); C12Y156 ; 22 May 2019 ; Parked, lsd ;; 11.8 Years ;;;
; VT-SYY ;Boeing 737-85R(WL); Y186 ; 22 May 2019 ; Parked, lsd ;; 11.4 Years ;;;
; VT-SYZ ;Boeing 737-85R(WL); Y186 ; 9 Aug 2019 ;lsd ;; 15 Years ;;;
; VT-SZI ;Boeing 737-8GJ(WL); Y189 ; 9 Oct 2013 ; Parked, lsd ; Gambooge ; 8.4 Years ;;;
; VT-SZJ ;Boeing 737-8GJ(WL); Y189 ; 28 Jan 2014 ; Parked ; Saffron ; 8.1 Years ;;;
; VT-SZK ;Boeing 737-8GJ(WL); Y189 ; 21 May 2014 ;lsd ; Red Chilli ; 7.8 Years ;;;
; VT-SZM ;Boeing 737-86J(WL); Y189 ; 30 Jul 2016 ;lsd ; Mustard ; 9.3 Years ;;;
; VT-SZN ;Boeing 737-8SH(WL); Y189 ; 9 Aug 2016 ;lsd ; Pepper ; 5.8 Years ;;;
; VT-SLC ;Boeing 737-9GJER(WL); Y212 ; 7 Aug 2015 ;lsd ; Oregano ; 13.8 Years ;;;
; VT-SLD ;Boeing 737-9GJER(WL); Y212 ; 8 Aug 2015 ;lsd ; Fenugreek ; 13.7 Years ;;;
; VT-SZL ;Boeing 737-9GJER(WL); Y212 ; 8 Jun 2015 ;lsd ; Sesame ; 13.2 Years ;;;
; VT-SQA ;Bombardier DHC-8-402Q Dash 8; Y90 ; 21 Sep 2018 ;; Lal Mirch ; 3.7 Years ;;;
; VT-SQB ;Bombardier DHC-8-402Q Dash 8; Y90 ; 23 Oct 2018 ;; Kalonji ; 3.5 Years ;;;
; VT-SQC ;Bombardier DHC-8-402Q Dash 8; Y90 ; 26 Nov 2018 ; Parked ; Kali Mirch ; 3.3 Years ;;;
; VT-SQD ;Bombardier DHC-8-402Q Dash 8; Y90 ; 12 Dec 2018 ;; Rye ; 3.2 Years ;;;
; VT-SQE ;Bombardier DHC-8-402Q Dash 8; Y90 ; 9 Jan 2019 ;; Shahi Zeera ; 3.2 Years ;;;
; VT-SQF ;Bombardier DHC-8-402Q Dash 8; Y90 ; 20 Apr 2019 ;lsd ; Zafraan ; 3.1 Years ;;;
; VT-SQG ;Bombardier DHC-8-402Q Dash 8; Y90 ; 20 Apr 2019 ;lsd ; Methi ; 3 Years ;;;
; VT-SQH ;Bombardier DHC-8-402Q Dash 8; Y90 ; 1 May 2019 ;lsd ; Khas Khas ; 2.9 Years ;;;
; VT-SUB ;Bombardier DHC-8-402Q Dash 8; Cargo (Covid-19) ; 27 Aug 2011 ;; Heeng ; 10.8 Years ;;;
; VT-SUD ;Bombardier DHC-8-402Q Dash 8; Cargo (Covid-19) ; 4 Sep 2011 ;; Tejpatta ; 10.7 Years ;;;
; VT-SUE ;Bombardier DHC-8-402Q Dash 8; Cargo (Covid-19) ; 23 Sep 2011 ;; Elaichi ; 10.6 Years ;;;
; VT-SUF ;Bombardier DHC-8-402Q Dash 8; Y78 ; 21 Oct 2011 ;; Kesar ; 10.6 Years ;;;
; VT-SUG ;Bombardier DHC-8-402Q Dash 8; Y78 ; 31 Oct 2011 ;; Jeera ; 10.5 Years ;;;
; VT-SUH ;Bombardier DHC-8-402Q Dash 8; Y78 ; 29 Jun 2012 ;; Dhania ; 10.4 Years ;;;
; VT-SUI ;Bombardier DHC-8-402Q Dash 8; Y78 ; 30 Jun 2012 ; Parked ; Haldi ; 10.3 Years ;;;
; VT-SUJ ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Dec 2012 ;; Dalchini ; 10.3 Years ;;;
; VT-SUK ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Dec 2012 ; Parked ; Sarson ; 10.2 Years ;;;
; VT-SUL ;Bombardier DHC-8-402Q Dash 8; Y78 ; 30 Jun 2012 ;; Javitri ; 10.2 Years ;;;
; VT-SUM ;Bombardier DHC-8-402Q Dash 8; Y78 ; 30 Jun 2012 ; Parked ; Jaiphal ; 10.1 Years ;;;
; VT-SUO ;Bombardier DHC-8-402Q Dash 8; Y78 ; 30 Jun 2012 ;; Laung ; 10 Years ;;;
; VT-SUP ;Bombardier DHC-8-402Q Dash 8; Y78 ; 13 Dec 2012 ; Parked ; Imli ; 9.9 Years ;;;
; VT-SUQ ;Bombardier DHC-8-402Q Dash 8; Y78 ; 14 Apr 2016 ;lsd ; Tulsi ; 10 Years ;;;
; VT-SUR ;Bombardier DHC-8-402Q Dash 8; Y78 ; 18 Oct 2016 ;lsd ;; 11.5 Years ;;;
; VT-SUS ;Bombardier DHC-8-402Q Dash 8; Y78 ; 21 Oct 2016 ;lsd ;; 11.4 Years ;;;
; VT-SUT ;Bombardier DHC-8-402Q Dash 8; Y78 ; 4 Nov 2016 ;lsd ; Amchur ; 11.2 Years ;;;
; VT-SUU ;Bombardier DHC-8-402Q Dash 8; Y78 ; 16 Jun 2017 ;lsd ;; 11.5 Years ;;;
; VT-SUV ;Bombardier DHC-8-402Q Dash 8; Y78 ; 12 May 2017 ;lsd ;; 11.5 Years ;;;
; VT-SUW ;Bombardier DHC-8-402Q Dash 8; Y78 ; 25 May 2017 ;lsd ;; 11.4 Years ;;;
; VT-SUX ;Bombardier DHC-8-402Q Dash 8; Y78 ; 16 Nov 2017 ; Parked, lsd ;; 11.6 Years ;;;
; VT-SUY ;Bombardier DHC-8-402Q Dash 8; Y78 ; 21 Nov 2017 ; Parked, lsd ;; 11.5 Years ;;;
; VT-SQI ;De Havilland Canada DHC-8-402 Dash 8; Y90 ; 12 Jun 2019 ;lsd ; Harad ; 2.8 Years ;;;
; VT-SQJ ;De Havilland Canada DHC-8-402 Dash 8; Y90 ; 27 Jul 2019 ;lsd ; Kewda ; 2.7 Years ;;;
