;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VH-YQS ;Boeing 717-2BL; C12Y98 ; 19 Nov 2013 ;opby National Jet Systems ; Great Otway National Park ; 18.1 Years ;;;
; VH-YQT ;Boeing 717-2BL; C12Y98 ; 4 Nov 2013 ; Parked, opby National Jet Systems ; Tasman National Park ; 18 Years ;;;
; VH-YQU ;Boeing 717-2BL; C12Y98 ; 24 Dec 2013 ;opby National Jet Systems ; Royal National Park ; 17.8 Years ;;;
; VH-YQV ;Boeing 717-2BL; C12Y98 ; 7 Mar 2014 ;opby National Jet Systems ; Kosciuszko National Park ; 16 Years ;;;
; VH-YQW ;Boeing 717-2BL; C12Y98 ; 17 Apr 2014 ;opby National Jet Systems, Discover Tasmania cs ;; 16 Years ;;;
; VH-YQX ;Boeing 717-2K9; C12Y98 ; 2 Feb 2016 ; Parked, opby National Jet Systems ;; 22.2 Years ;;;
; VH-YQY ;Boeing 717-2K9; C12Y98 ; 8 Jan 2016 ; Parked, opby National Jet Systems ;; 22.3 Years ;;;
; VH-LQB ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Feb 2011 ;opby Sunstate Airlines ; Swan Hill ; 11.4 Years ;;;
; VH-LQD ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Aug 2011 ;opby Sunstate Airlines ; Sunbury ; 10.8 Years ;;;
; VH-LQF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 16 Aug 2011 ;opby Sunstate Airlines ; Katoomba ; 10.8 Years ;;;
; VH-LQG ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Aug 2011 ;opby Sunstate Airlines ; Town of Exmouth ; 10.7 Years ;;;
; VH-LQH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Feb 2013 ;opby Sunstate Airlines ; Kingscote ; 9.3 Years ;;;
; VH-LQJ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 3 Aug 2012 ;opby Sunstate Airlines ;; 9.8 Years ;;;
; VH-LQK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Aug 2012 ;opby Sunstate Airlines ;; 9.8 Years ;;;
; VH-LQL ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 Sep 2013 ;opby Sunstate Airlines ; Jindabyne ; 8.6 Years ;;;
; VH-LQM ;Bombardier DHC-8-402Q Dash 8; Y74 ; 20 Sep 2013 ;opby Sunstate Airlines ;; 8.6 Years ;;;
; VH-LQQ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Aug 2014 ;opby Sunstate Airlines ; Darling Downs ; 7.7 Years ;;;
; VH-QOA ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Jan 2006 ;opby Sunstate Airlines ; Gladstone ; 16.4 Years ;;;
; VH-QOB ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Feb 2006 ; Parked, opby Sunstate Airlines ; Yeppoon ; 16.2 Years ;;;
; VH-QOC ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Mar 2006 ;opby Sunstate Airlines ; Mackay ; 16.2 Years ;;;
; VH-QOD ;Bombardier DHC-8-402Q Dash 8; Y74 ; 22 May 2006 ; Parked, opby Sunstate Airlines ; Emerald ; 16 Years ;;;
; VH-QOE ;Bombardier DHC-8-402Q Dash 8; Y74 ; 21 Jun 2006 ;opby Sunstate Airlines ; Albury ; 15.9 Years ;;;
; VH-QOF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Aug 2006 ;opby Sunstate Airlines ; Byron Bay ; 15.8 Years ;;;
; VH-QOH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 13 Oct 2006 ;opby Sunstate Airlines ; Forster ; 15.6 Years ;;;
; VH-QOI ;Bombardier DHC-8-402Q Dash 8; Y74 ; 30 Jan 2008 ;opby Sunstate Airlines ; Tamworth ; 14.4 Years ;;;
; VH-QOJ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 Feb 2008 ;opby Sunstate Airlines ; Riverina ; 14.3 Years ;;;
; VH-QOK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 19 Aug 2008 ;opby Sunstate Airlines ; Lismore ; 13.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; VH-QOM ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Sep 2008 ;opby Sunstate Airlines ; Maitland ; 13.7 Years ;;;
; VH-QON ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2008 ;opby Sunstate Airlines ; Orange ; 13.6 Years ;;;
; VH-QOP ;Bombardier DHC-8-402Q Dash 8; Y74 ; 10 Feb 2009 ;opby Sunstate Airlines ; Hamilton ; 13.3 Years ;;;
; VH-QOR ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Mar 2009 ;opby Sunstate Airlines ; Eyre Peninsula ; 13.2 Years ;;;
; VH-QOS ;Bombardier DHC-8-402Q Dash 8; Y74 ; 30 Jul 2009 ;opby Sunstate Airlines ; Mildura ; 12.8 Years ;;;
; VH-QOT ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Sep 2009 ;opby Sunstate Airlines ; Parramatta ; 12.5 Years ;;;
; VH-QOU ;Bombardier DHC-8-402Q Dash 8; Y74 ; 10 Dec 2009 ;opby Sunstate Airlines ; Port Campbell ; 12.5 Years ;;;
; VH-QOV ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Dec 2009 ; Parked, opby Sunstate Airlines ; Ballarat ; 12.5 Years ;;;
; VH-QOW ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Jan 2010 ;opby Sunstate Airlines ; Mornington ; 12.3 Years ;;;
; VH-QOX ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 Jan 2010 ;opby Sunstate Airlines ; Cradle Coast ; 12.3 Years ;;;
; VH-QOY ;Bombardier DHC-8-402Q Dash 8; Y74 ; 20 Jan 2010 ;opby Sunstate Airlines ; Port Augusta ; 12.3 Years ;;;
; VH-TQG ;De Havilland Canada DHC-8-201 Dash 8; Y36 ; May 2001 ;opby Eastern Australia Airlines ; Pixie Rourke ; 26.1 Years ;;;
; VH-TQS ;De Havilland Canada DHC-8-202 Dash 8; Y36 ; May 2001 ;opby Eastern Australia Airlines ;; 26.2 Years ;;;
; VH-TQX ;De Havilland Canada DHC-8-202Q Dash 8; Y36 ; 17 Mar 2000 ;opby Eastern Australia Airlines ; Lord Howe Silvereye ; 25.3 Years ;;;
; VH-SBB ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 27 Jan 2009 ;opby Eastern Australia Airlines ; Armidale ; 22.4 Years ;;;
; VH-SBG ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 18 Jan 2011 ;opby Eastern Australia Airlines ; Kiama ; 21 Years ;;;
; VH-SBI ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 23 Jan 2020 ;opby Eastern Australia Airlines ; Echuca ; 17.5 Years ;;;
; VH-SBJ ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 17 Jul 2012 ;opby Eastern Australia Airlines ; Griffith ; 20.3 Years ;;;
; VH-SBT ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 21 May 2009 ;opby Eastern Australia Airlines ; Rockhampton ; 20.3 Years ;;;
; VH-SBV ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 18 Jan 2011 ;opby Eastern Australia Airlines ; Devonport ; 19.3 Years ;;;
; VH-SBW ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 13 Jul 2009 ;opby Eastern Australia Airlines ; Goulburn ; 18.3 Years ;;;
; VH-SCE ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 1 Jun 2006 ;opby Eastern Australia Airlines ; Birdsville ; 18 Years ;;;
; VH-TQD ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 4 Dec 2019 ;opby Eastern Australia Airlines ; Mount Isa ; 18.7 Years ;;;
; VH-TQE ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 24 Jul 2003 ;opby Eastern Australia Airlines ; Launceston ; 19.3 Years ;;;
; VH-TQH ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 15 Aug 2003 ; Parked, opby Eastern Australia Airlines ; Dubbo ; 18.7 Years ;;;
; VH-TQK ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 12 Dec 2019 ;opby Eastern Australia Airlines ; Tathra ; 18.2 Years ;;;
; VH-TQL ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 27 Aug 2021 ;opby Eastern Australia Airlines ; Kyneton ; 18 Years ;;;
; VH-TQM ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 13 Jul 2021 ;opby Eastern Australia Airlines ; Merimbula ; 17.8 Years ;;;
; VH-TQY ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 24 Oct 2000 ;opby Eastern Australia Airlines ; Roma ; 21.5 Years ;;;
; VH-TQZ ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 29 Nov 2000 ;opby Eastern Australia Airlines ; Bundaberg ; 21.4 Years ;;;
; VH-UZD ;Embraer ERJ-190AR (ERJ-190-100 IGW);; 31 Jan 2022 ; Parked, opby Alliance Airlines ;; 14 Years ;;;
; VH- ;Embraer ERJ-190AR (ERJ-190-100 IGW);; Due ; Stored, opby Alliance Airlines ;; 14.5 Years ;;;
; VH-NHA ;Fokker F100; Y100 ; 21 Jul 2016 ;opby Network Aviation ; Port Hedland ; 28.1 Years ;;;
; VH-NHC ;Fokker F100; Y100 ; 18 Aug 2015 ;opby Network Aviation ; Pilbara ; 28.3 Years ;;;
; VH-NHF ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ; Lindsay Evans ; 28.8 Years ;;;
; VH-NHG ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 27.8 Years ;;;
; VH-NHI ;Fokker F100; Y100 ; 31 Jul 2015 ; Parked, opby Network Aviation ;; 28.4 Years ;;;
; VH-NHJ ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 28.7 Years ;;;
; VH-NHK ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 28.7 Years ;;;
; VH-NHM ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 28.9 Years ;;;
; VH-NHN ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 28.6 Years ;;;
; VH-NHO ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 31.6 Years ;;;
; VH-NHP ;Fokker F100; Y100 ; 31 Jul 2015 ; Parked, opby Network Aviation ; Paraburdoo ; 29.8 Years ;;;
; VH-NHQ ;Fokker F100; Y100 ; 31 Jul 2015 ; Parked, opby Network Aviation ; Karratha ; 28 Years ;;;
; VH-NHV ;Fokker F100; Y100 ; 31 Jul 2015 ; Parked, opby Network Aviation ;; 28.2 Years ;;;
; VH-NHY ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ; Swan Valley ; 28.6 Years ;;;
; VH-NHZ ;Fokker F100; Y100 ; 18 Oct 2016 ;opby Network Aviation ;; 27.8 Years ;;;
; VH-NPU ;Fokker F100; Y100 ; 28 Nov 2016 ;opby Network Aviation ;; 28 Years ;;;
; VH-NQE ;Fokker F100; Y100 ; 31 Jul 2015 ;opby Network Aviation ;; 28.8 Years ;;;
; VH-NQZ ;Fokker F100; Y100 ; 24 Dec 2021 ; Parked, opby Network Aviation ; Exmouth ; 26.3 Years ;;;
