;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; EI-DTA ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 13.2 Years ;;;
; EI-DTB ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 13 Years ;;;
; EI-DTE ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ; Paolo Rossi ; 12.9 Years ;;;
; EI-DTG ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 12.8 Years ;;;
; EI-DTH ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 12.7 Years ;;;
; EI-DTK ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ; Gigi Riva ; 12.4 Years ;;;
; EI-DTL ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ; Alberto Tomba ; 12.3 Years ;;;
; EI-DTM ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 12.3 Years ;;;
; EI-DTN ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ; Fausto Coppi ; 12.2 Years ;;;
; EI-DTO ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 12.2 Years ;;;
; EI-EIA ;Airbus A320-216; CY171 ; 15 Oct 2021 ; Parked, lsd ;; 12.1 Years ;;;
; EI-EIB ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd, Born in 2021 cs ;; 12 Years ;;;
; EI-EIC ;Airbus A320-216; CY171 ; 15 Oct 2021 ;lsd ;; 11.3 Years ;;;
; EI-EIE ;Airbus A320-216; CY171 ; 15 Oct 2021 ; Parked, lsd ;; 11.2 Years ;;;
; EI-IKB ;Airbus A320-214; CY171 ; 15 Oct 2021 ; Parked, lsd ; Giacomo Agostini ; 21.9 Years ;;;
; EI-IKF ;Airbus A320-214; CY171 ; 15 Oct 2021 ;lsd ;; 20.9 Years ;;;
; EI-IKG ;Airbus A320-214; CY171 ; 15 Oct 2021 ;lsd ;; 20.9 Years ;;;
; EI-IKL ;Airbus A320-214; CY171 ; 15 Oct 2021 ;lsd ;; 20.8 Years ;;;
; EI-IKU ;Airbus A320-214; CY171 ; 15 Oct 2021 ;lsd ; Sara Simeoni ; 21.9 Years ;;;
; I-BIKA ;Airbus A320-214; CY171 ; 15 Oct 2021 ;;; 23.1 Years ;;;
; I-BIKO ;Airbus A320-214; CY171 ; 15 Oct 2021 ; Parked FCO ;; 22.1 Years ;;;
; EI-DIP ;Airbus A330-202; C20W17Y219 ; Due ; Stored, lsd ;; 21.8 Years ;;;
; EI-EJG ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ; Parked, lsd ;; 11.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; EI-EJH ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ; Parked, lsd ;; 11.7 Years ;;;
; EI-EJK ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ;lsd ;; 10.5 Years ;;;
; EI-EJL ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ;lsd ;; 10.2 Years ;;;
; EI-EJM ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ; Parked, lsd ;; 9.9 Years ;;;
; EI-EJO ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ;lsd ; Francesco Totti ; 9.7 Years ;;;
; EI-EJP ;Airbus A330-202; C20W17Y219 ; 15 Oct 2021 ;lsd ; Tazio Nuvolari ; 9.4 Years ;;;
; - ;Airbus A350-941;; Due ; Stored, lsd ;; 3 Years ;;;
; - ;Airbus A350-941;; Due ; Stored, lsd ;; 2.7 Years ;;;
; - ;Airbus A350-941;; On Order ;lsd ;; 2.6 Years ;;;
; - ;Airbus A350-941;; On Order ;lsd ;; 2.4 Years ;;;
; - ;Airbus A350-941;; On Order ;;; 3.3 Years ;;;
; - ;Airbus A350-941;; On Order ;;;;;;
