;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-FRJA ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 25 Jun 2019 ;lsd, opf Air Canada Express ; 783 ; 15.4 Years ;;;
; C-FTJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;opf Air Canada Express ; 709 ; 16.6 Years ;;;
; C-FUJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;opf Air Canada Express ; 710 ; 16.5 Years ;;;
; C-GCJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 20 Nov 2020 ;opf Air Canada Express ; 727 ; 1.3 Years ;;;
; C-GDJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;lsd, opf Air Canada Express ; 711 ; 16.5 Years ;;;
; C-GFJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;opf Air Canada Express ; 712 ; 16.5 Years ;;;
; C-GJAN ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 29 Oct 2019 ;lsd, opf Air Canada Express ; 784 ; 15.4 Years ;;;
; C-GJAZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;opf Air Canada Express ; 701 ; 16.8 Years ;;;
; C-GJFZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 29 Jun 2020 ;opf Air Canada Express ; 724 ; 1.7 Years ;;;
; C-GJHZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 25 Jun 2020 ;opf Air Canada Express ; 722 ; 1.8 Years ;;;
; C-GJIZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 26 Jun 2020 ;opf Air Canada Express ; 723 ; 1.8 Years ;;;
; C-GJNZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 4 Oct 2020 ;opf Air Canada Express ; 725 ; 1.6 Years ;;;
; C-GJUZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 3 Oct 2020 ;opf Air Canada Express ; 726 ; 1.4 Years ;;;
; C-GJZS ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 11 Jan 2017 ;opf Air Canada Express ; 719 ; 5.3 Years ;;;
; C-GJZT ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 30 Dec 2016 ;opf Air Canada Express ; 720 ; 5.3 Years ;;;
; C-GJZV ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 9 Jan 2017 ;opf Air Canada Express ; 721 ; 5.3 Years ;;;
; C-GLJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;lsd, opf Air Canada Express ; 713 ; 16.5 Years ;;;
; C-GNJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ;lsd, opf Air Canada Express ; 714 ; 16.5 Years ;;;
; C-GOJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 2 Feb 2006 ; Parked, lsd, opf Air Canada Express ; 715 ; 16.5 Years ;;;
; C-GPJZ ;Bombardier CRJ-900LR (CL-600-2D24); C12Y64 ; 16 Nov 2007 ;lsd, opf Air Canada Express ; 716 ; 16.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-GBJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 29 Sep 2015 ;opf Air Canada Express ; 422 ; 6.6 Years ;;;
; C-GGAH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Mar 2013 ;opf Air Canada Express ; 416 ; 9.2 Years ;;;
; C-GGBF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 15 Feb 2013 ;opf Air Canada Express ; 417 ; 9.2 Years ;;;
; C-GGCI ;Bombardier DHC-8-402Q Dash 8; Y74 ; 22 Feb 2013 ;opf Air Canada Express ; 418 ; 9.2 Years ;;;
; C-GGDU ;Bombardier DHC-8-402Q Dash 8; Y74 ; 15 Mar 2013 ;opf Air Canada Express ; 419 ; 9.1 Years ;;;
; C-GGFJ ;Bombardier DHC-8-402Q Dash 8; Y78 ; 22 Mar 2013 ;opf Air Canada Express ; 420 ; 9 Years ;;;
; C-GGFP ;Bombardier DHC-8-402Q Dash 8; Y74 ; 28 Mar 2013 ;opf Air Canada Express ; 421 ; 9 Years ;;;
; C-GGMI ;Bombardier DHC-8-402Q Dash 8; Y74 ; 28 Jun 2012 ;opf Air Canada Express ; 415 ; 9.9 Years ;;;
; C-GGMN ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 Jun 2012 ;opf Air Canada Express ; 414 ; 10 Years ;;;
; C-GGMQ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 May 2012 ;opf Air Canada Express ; 413 ; 10 Years ;;;
; C-GGMU ;Bombardier DHC-8-402Q Dash 8; Y74 ; 16 Dec 2011 ;opf Air Canada Express ; 411 ; 10.2 Years ;;;
; C-GGMZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Mar 2012 ;opf Air Canada Express ; 412 ; 10.2 Years ;;;
; C-GGND ;Bombardier DHC-8-402Q Dash 8; Y74 ; 9 Dec 2011 ;opf Air Canada Express ; 410 ; 10.4 Years ;;;
; C-GGNF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 31 Mar 2012 ;opf Air Canada Express ; 409 ; 10.3 Years ;;;
; C-GGNW ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Dec 2011 ; Parked, opf Air Canada Express ; 408 ; 10.4 Years ;;;
; C-GGNY ;Bombardier DHC-8-402Q Dash 8; Y74 ; 31 Oct 2011 ;opf Air Canada Express ; 407 ; 10.5 Years ;;;
; C-GGNZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 Oct 2011 ;opf Air Canada Express ; 406 ; 10.6 Years ;;;
; C-GGOF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 26 Sep 2011 ;opf Air Canada Express ; 405 ; 10.6 Years ;;;
; C-GGOI ;Bombardier DHC-8-402Q Dash 8; Y74 ; 29 Aug 2011 ;opf Air Canada Express ; 404 ; 10.6 Years ;;;
; C-GGOK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 21 Jul 2011 ;opf Air Canada Express ; 403 ; 10.8 Years ;;;
; C-GGOY ;Bombardier DHC-8-402Q Dash 8; Y74 ; 26 May 2011 ;opf Air Canada Express ; 401 ; 11 Years ;;;
; C-GIJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Nov 2015 ;opf Air Canada Express ; 425 ; 6.3 Years ;;;
; C-GJZA ;Bombardier DHC-8-402Q Dash 8; Y78 ; 5 Aug 2016 ;opf Air Canada Express ; 433 ; 5.6 Years ;;;
; C-GJZC ;Bombardier DHC-8-402Q Dash 8; Y74 ; 19 Feb 2016 ;lsd, opf Air Canada Express ; 495 ; 14.5 Years ;;;
; C-GJZD ;Bombardier DHC-8-402Q Dash 8; Y78 ; 9 Sep 2016 ;opf Air Canada Express ; 434 ; 5.5 Years ;;;
; C-GJZF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Jun 2016 ;lsd, opf Air Canada Express ; 497 ; 14.5 Years ;;;
; C-GJZG ;Bombardier DHC-8-402Q Dash 8; Y74 ; 22 Oct 2015 ;opf Air Canada Express ; 423 ; 6.4 Years ;;;
; C-GJZH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 11 May 2016 ;lsd, opf Air Canada Express ; 494 ; 14.8 Years ;;;
; C-GJZK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Jan 2016 ;opf Air Canada Express ; 427 ; 6.8 Years ;;;
; C-GJZN ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 Mar 2016 ;lsd, opf Air Canada Express ; 498 ; 11.5 Years ;;;
; C-GJZR ;Bombardier DHC-8-402Q Dash 8; Y74 ; 15 Jun 2016 ;lsd, opf Air Canada Express ; 496 ; 14.5 Years ;;;
; C-GJZX ;Bombardier DHC-8-402Q Dash 8; Y74 ; 30 Oct 2015 ;opf Air Canada Express ; 424 ; 6.4 Years ;;;
; C-GJZY ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Jul 2016 ;opf Air Canada Express ; 432 ; 5.7 Years ;;;
; C-GKUK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 28 Jun 2011 ;opf Air Canada Express ; 402 ; 10.8 Years ;;;
; C-GSJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 23 Nov 2015 ;opf Air Canada Express ; 426 ; 6.3 Years ;;;
; C-GUJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 11 Feb 2016 ;opf Air Canada Express ; 428 ; 6.1 Years ;;;
; C-GVJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 31 Mar 2016 ; Parked, opf Air Canada Express ; 429 ; 5.9 Years ;;;
; C-GXJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 May 2016 ;opf Air Canada Express ; 430 ; 5.9 Years ;;;
; C-GYJZ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 11 May 2016 ;opf Air Canada Express ; 431 ; 5.8 Years ;;;
; C-FEIQ ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 14 Jun 2021 ;lsf Air Canada, opf Air Canada Express ; 521 ; 16.7 Years ;;;
; C-FEIX ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 27 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 522 ; 16.6 Years ;;;
; C-FEJB ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 523 ; 16.6 Years ;;;
; C-FEJC ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 8 Jul 2021 ;lsf Air Canada, opf Air Canada Express ; 524 ; 16.5 Years ;;;
; C-FEJD ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 20 May 2021 ;lsf Air Canada, opf Air Canada Express ; 525 ; 16.5 Years ;;;
; C-FEJF ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 25 May 2021 ; Parked, lsf Air Canada, opf Air Canada Express ; 526 ; 16.5 Years ;;;
; C-FEJL ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 1 Jun 2021 ;lsf Air Canada, opf Air Canada Express ; 527 ; 16.5 Years ;;;
; C-FEJP ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 7 May 2021 ;lsf Air Canada, opf Air Canada Express ; 528 ; 16.5 Years ;;;
; C-FEJY ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 30 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 529 ; 16.5 Years ;;;
; C-FEKD ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 530 ; 16.4 Years ;;;
; C-FEKH ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 29 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 531 ; 16.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; C-FEKI ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 532 ; 16.4 Years ;;;
; C-FEKJ ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 12 May 2021 ;lsf Air Canada, opf Air Canada Express ; 533 ; 16.4 Years ;;;
; C-FEKS ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Apr 2021 ;lsf Air Canada, opf Air Canada Express ; 534 ; 16.4 Years ;;;
; C-FFYG ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 30 Jun 2021 ;lsf Air Canada, opf Air Canada Express ; 535 ; 16.2 Years ;;;
; C-FJBO ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 1 Jun 2021 ;lsd, opf Air Canada Express ; 542 ; 13 Years ;;;
; C-FRQK ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 14 Jun 2021 ;lsd, opf Air Canada Express ; 536 ; 16 Years ;;;
; C-FRQM ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Jun 2021 ;lsd, opf Air Canada Express ; 537 ; 15.6 Years ;;;
; C-FRQN ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 23 Jun 2021 ;lsd, opf Air Canada Express ; 538 ; 15.5 Years ;;;
; C-FRQP ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 28 Jun 2021 ;lsd, opf Air Canada Express ; 539 ; 15.3 Years ;;;
; C-FRQW ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 15 Jun 2021 ;lsd, opf Air Canada Express ; 540 ; 15.3 Years ;;;
; C-FUJA ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 27 May 2021 ; Parked, lsd, opf Air Canada Express ; 541 ; 13.1 Years ;;;
; C-FUJE ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 30 Jun 2021 ;lsd, opf Air Canada Express ; 544 ; 12.7 Years ;;;
; C-FXJC ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 2 Jun 2021 ; Parked, lsd, opf Air Canada Express ; 543 ; 12.8 Years ;;;
; C-FXJF ;Embraer ERJ-175SU (ERJ-170-200 SU); C12Y64 ; 2 Jun 2021 ;lsd, opf Air Canada Express ; 545 ; 11.9 Years ;;;
