;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; HB-JDE ;Airbus A320-271N; CY180 ; 5 Jan 2022 ;; Mürren ; 0.2 Years ;;;
; HB-JDF ;Airbus A320-271N; CY180 ; On Order ;;;;;;
; HB-IOC ;Airbus A321-111; CY219 ; 31 Mar 2002 ; Parked AMM ; St. Moritz ; 27.1 Years ;;;
; HB-IOD ;Airbus A321-111; CY219 ; Mar 2007 ;lsd ; Zermatt ; 27 Years ;;;
; HB-IOF ;Airbus A321-111; CY219 ; 29 Mar 2007 ;lsd ;; 26.7 Years ;;;
; HB-IOH ;Airbus A321-111; CY219 ; 31 Mar 2002 ;; Wengen ; 25 Years ;;;
; HB-IOL ;Airbus A321-111; CY219 ; 31 Mar 2002 ; Parked AMM, lsd ;; 22.2 Years ;;;
; HB-IOM ;Airbus A321-212; CY219 ; 14 Dec 2010 ;; Biel/Bienne ; 11.2 Years ;;;
; HB-ION ;Airbus A321-212(WL); CY219 ; 25 Apr 2013 ;; Lugano ; 8.9 Years ;;;
; HB-IOO ;Airbus A321-212(WL); CY219 ; 4 Mar 2016 ;;; 6 Years ;;;
; HB-JPA ;Airbus A321-271NX; CY215 ; 18 Sep 2020 ; Parked ; Stoos ; 1.5 Years ;;;
; HB-JPB ;Airbus A321-271NX; CY215 ; 6 Nov 2020 ;; Château-d'Oex ; 1.4 Years ;;;
; HB-JHA ;Airbus A330-343; F8C45Y183 ; 15 Apr 2009 ; Parked AMM ; Schwyz ; 12.9 Years ;;;
; HB-JHB ;Airbus A330-343; F8C45Y183 ; 10 Jun 2009 ; Parked AMM ; Sion ; 12.8 Years ;;;
; HB-JHC ;Airbus A330-343; F8C45Y183 ; 29 Jul 2009 ; Parked AMM ; Bellinzona ; 12.7 Years ;;;
; HB-JHD ;Airbus A330-343; F8C45Y183 ; 26 Aug 2009 ; Parked AMM ; St. Gallen ; 12.7 Years ;;;
; HB-JHE ;Airbus A330-343; F8C45Y183 ; 29 Jan 2010 ; Parked AMM ; Fribourg ; 12.2 Years ;;;
; HB-JHF ;Airbus A330-343; F8C45Y183 ; 16 Apr 2010 ;; Bern ; 12.1 Years ;;;
; HB-JHG ;Airbus A330-343; F8C45Y183 ; 16 Jun 2010 ; Parked AMM ; Glarus ; 12 Years ;;;
; HB-JHH ;Airbus A330-343; F8C45Y183 ; 13 Aug 2010 ; Parked AMM ; Neuchâtel ; 11.6 Years ;;;
; HB-JHI ;Airbus A330-343; F8C45Y183 ; 16 Dec 2010 ;; Geneve ; 11.3 Years ;;;
; HB-JHJ ;Airbus A330-343; F8C45Y183 ; 21 Jan 2011 ;; Appenzell ; 11.2 Years ;;;
; HB-JHK ;Airbus A330-343; F8C45Y183 ; 11 Jan 2012 ;; Herisau ; 10.2 Years ;;;
; HB-JHL ;Airbus A330-343; F8C45Y183 ; 24 Feb 2012 ;; Sarnen ; 10.1 Years ;;;
; HB-JHM ;Airbus A330-343; F8C45Y183 ; 31 Oct 2012 ;;; 9.4 Years ;;;
; HB-JHN ;Airbus A330-343; F8C45Y183 ; 15 Apr 2013 ;; Altdorf ; 9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; HB-JMA ;Airbus A340-313; F8C47Y168 ; 30 Jun 2003 ;; Frauenfeld ; 18.7 Years ;;;
; HB-JMB ;Airbus A340-313; F8C47Y168 ; 26 Sep 2003 ;; Zürich ; 18.7 Years ;;;
; HB-JMC ;Airbus A340-313; F8C47Y168 ; 6 Oct 2003 ;; Basel ; 18.6 Years ;;;
; HB-JMH ;Airbus A340-313; F8C47Y168 ; 28 Apr 2004 ; Parked ; Chur ; 18 Years ;;;
; HB-JMI ;Airbus A340-313; F8C47Y168 ; 22 Jun 2004 ;; Schaffhausen ; 17.9 Years ;;;
; HB-JNA ;Boeing 777-3DEER; F8C62Y270 ; 26 Jan 2016 ;;; 6.2 Years ;;;
; HB-JNB ;Boeing 777-3DEER; F8C62Y270 ; 29 Mar 2016 ;;; 6 Years ;;;
; HB-JNC ;Boeing 777-3DEER; F8C62Y270 ; 28 Apr 2016 ; Parked ;; 5.9 Years ;;;
; HB-JND ;Boeing 777-3DEER; F8C62Y270 ; 30 May 2016 ;;; 5.8 Years ;;;
; HB-JNE ;Boeing 777-3DEER; F8C62Y270 ; 21 Jun 2016 ;;; 5.7 Years ;;;
; HB-JNF ;Boeing 777-3DEER; F8C62Y270 ; 22 Jul 2016 ;;; 5.6 Years ;;;
; HB-JNG ;Boeing 777-3DEER; F8C62Y270 ; 15 Feb 2017 ;;; 5.1 Years ;;;
; HB-JNH ;Boeing 777-3DEER; F8C62W24Y226 ; 31 Mar 2017 ;;; 4.9 Years ;;;
; HB-JNI ;Boeing 777-3DEER; F8C62Y270 ; 29 Jan 2018 ;;; 4.1 Years ;;;
; HB-JNJ ;Boeing 777-3DEER; F8C62Y270 ; 13 Mar 2018 ;;; 4 Years ;;;
; HB-JNK ;Boeing 777-300ER; F8C62Y270 ; 25 Nov 2019 ;; Luzern ; 2.3 Years ;;;
; HB-JNL ;Boeing 777-300ER; F8C62Y270 ; 23 Dec 2019 ;;; 2.2 Years ;;;
; HB-JBA ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 28 Jun 2016 ; Parked ; Kanton Zürich ; 5.7 Years ;;;
; HB-JBB ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 12 Aug 2016 ;; Canton de Genève ; 5.6 Years ;;;
; HB-JBC ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 22 Oct 2016 ;;; 5.4 Years ;;;
; HB-JBD ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 7 Dec 2016 ;;; 5.3 Years ;;;
; HB-JBE ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 21 Dec 2016 ;;; 5.2 Years ;;;
; HB-JBF ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 8 Mar 2017 ; Parked ;; 5.1 Years ;;;
; HB-JBG ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 31 Mar 2017 ;;; 5 Years ;;;
; HB-JBH ;Bombardier CSeries CS100 (BD-500-1A10); CY125 ; 9 May 2017 ;; Ascona ; 4.9 Years ;;;
; HB-JCA ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 26 May 2017 ;;; 4.8 Years ;;;
; HB-JCB ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 7 Jul 2017 ;;; 4.7 Years ;;;
; HB-JCC ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 25 Aug 2017 ;;; 4.6 Years ;;;
; HB-JCD ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 3 Nov 2017 ;;; 4.5 Years ;;;
; HB-JCE ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 2 Oct 2017 ;;; 4.5 Years ;;;
; HB-JCF ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 27 Nov 2017 ;;; 4.4 Years ;;;
; HB-JCG ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 20 Dec 2017 ;;; 4.2 Years ;;;
; HB-JCH ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 2 Mar 2018 ;;; 4.2 Years ;;;
; HB-JCI ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 21 Apr 2018 ;;; 4 Years ;;;
; HB-JCJ ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 26 Mar 2018 ;;; 4 Years ;;;
; HB-JCK ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 1 May 2018 ;;; 4 Years ;;;
; HB-JCL ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 19 May 2018 ;; Winterthur ; 3.9 Years ;;;
; HB-JCM ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 1 Jun 2018 ;;; 3.8 Years ;;;
; HB-JCN ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 20 Jun 2018 ;;; 3.8 Years ;;;
; HB-JCO ;Bombardier CSeries CS300 (BD-500-1A11); CY145 ; 2 Jul 2018 ;;; 3.7 Years ;;;
