;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EC-MUX ;Airbus A319-111; Y156 ; 20 Apr 2018 ;lsd, "Mamma, Arrivo Subito! / Maman, J'arrive!" titles ; The plane to be ; 18.5 Years ;;
; EC-MUY ;Airbus A319-111; Y156 ; 14 May 2018 ;lsd, "Maman, J'arrive! / I'll be home for dinner" titles ; Hasta la pista, baby ; 18.5 Years ;;
; EC-NBC ;Airbus A319-112; Y156 ; 6 Jun 2019 ;lsd, "Maman, J'arrive! / I'll be home for dinner" titles ; Avollo 11 ; 19.2 Years ;;
; EC-NBD ;Airbus A319-112; Y156 ; 1 Apr 2019 ;lsd, "Mamma, Arrivo Subito! / I'll be home for dinner" titles ; Vollow me ; 19.1 Years ;;
; EC-NCB ;Airbus A319-111; Y156 ; 31 Jan 2019 ;lsd, "I'll be home for dinner / Maman, J'arrive!" titles ; Voyage, Voyage ; 18.5 Years ;;
; EC-NDG ;Airbus A319-112; Y138 ; 24 Apr 2019 ;lsd, "Maman, J'arrive! / Mamma, Arrivo Subito!" titles ; Revoloteando ; 14.1 Years ;;
; EC-NDH ;Airbus A319-112; Y138 ; May 2019 ; Parked, lsd, "Mamá, Llego en un rato / Mamma, Arrivo Subito!" titles ; Chao Pescao! ; 14.1 Years ;;
; EC-NGL ;Airbus A319-112; Y156 ; 26 Nov 2019 ;lsd, "Mamma Arrivo Subito! / Mamá, Llego en un rato" titles ; A plus dans L'Airbus ; 15.5 Years ;;
; EC-NHP ;Airbus A319-111; Y156 ; 10 Jun 2020 ;lsd, "Mamma, Arrivo Subito! / I'll be home for dinner" titles ; Volotean Rhapsody ; 15.5 Years ;;
; EC-ISI ;Airbus A320-214; Y180 ; 15 Jun 2021 ; Parked, lsd ; El tiempo pasa volando ; 18.4 Years ;;
; EC-MBK ;Airbus A320-214; Y180 ; 27 Jan 2021 ;lsd ; Volotea E Giulietta ; 16.1 Years ;;
; EC-NNY ;Airbus A320-214; Y174 ; 10 Mar 2021 ;lsd, "Maman, J'arrive! / Mamma, Arrivo Subito!" titles ; Volare, oh, oh ; 13.1 Years ;;
; EC-NNZ ;Airbus A320-214; Y180 ; 5 Mar 2021 ; Parked, lsd, "Mamá, Llego en un rato / I'll be home for dinner" titles ; Marco Volo ; 16.2 Years ;;
; EC-NOL ;Airbus A320-214; Y180 ; 1 Jun 2021 ; Parked, lsd ; Love At First Flight ; 15.9 Years ;;
; EC-NOM ;Airbus A320-214; Y174 ; 9 Apr 2021 ;lsd, "Maman, J'arrive! / Mamá, Llego en un rato" titles ; Love is in the Airbus ; 13.8 Years ;;
; EC-NON ;Airbus A320-216; Y180 ; 1 Jul 2021 ;lsd ; Plus belle la vue ; 13.6 Years ;;
; EC-NOP ;Airbus A320-214; Y180 ; 24 Mar 2021 ; Parked, lsd, "I'll be home for dinner / Maman, J'arrive!" titles ; Game of flights ; 13.6 Years ;;
; EC-NOQ ;Airbus A320-216; Y180 ; 20 Jul 2021 ;lsd ; Prince of Bel Airbus ; 13.1 Years ;;
; EC-NOR ;Airbus A320-216; Y180 ; 7 Feb 2022 ; Parked, lsd ;; 12.7 Years ;;
; EC-NOS ;Airbus A320-216; Y180 ; 4 Aug 2021 ;lsd ; La La Plane ; 12.5 Years ;;
; EC-NOY ;Airbus A320-214; Y180 ; 6 Apr 2021 ;lsd, "Maman, J'arrive! / I'll be home for dinner" titles ; Hey! Oh! Let's Vol! ; 16.2 Years ;;
; EC-NPB ;Airbus A320-214; Y180 ; 25 May 2021 ;lsd, "Mamma, Arrivo Subito! / Mamá, Llego en un rato" titles ; Calypso ; 12.7 Years ;;
; EC-NPC ;Airbus A320-214; Y180 ; 1 Jun 2021 ;lsd ; Planino ; 12.8 Years ;;
; EC-NQM ;Airbus A320-214; Y180 ; 9 Jul 2021 ; Parked, lsd ; J'Peux Pas, J'ai Volotea ; 11.1 Years ;;
; EC-NQN ;Airbus A320-214; Y180 ; 19 Jun 2021 ; Parked, lsd ; Mon nom est bus, Airbus ; 10.9 Years ;;
; EC-NTU ;Airbus A320-214(WL);; Due ; Stored, lsd ;; 8.1 Years ;;
