;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; SE-ROI ;Airbus A320-251N; CY180 ; 19 Dec 2019 ;lsd ; Torborg Viking ; 2.2 Years ;;;
; SE-ROJ ;Airbus A320-251N; CY180 ; 15 Nov 2019 ;lsd ; Skule Viking ; 2.4 Years ;;;
; SE-ROK ;Airbus A320-251N; CY180 ; 14 Jan 2020 ;lsd ; Kraka Viking ; 2.2 Years ;;;
; SE-ROL ;Airbus A320-251N; CY180 ; 25 Feb 2020 ;lsd ; Rollo Viking ; 2.1 Years ;;;
; SE-ROM ;Airbus A320-251N; CY180 ; 22 Nov 2018 ;; Gerald Viking ; 3.3 Years ;;;
; SE-RON ;Airbus A320-251N; CY180 ; 11 Sep 2018 ;lsd ; Signy Viking ; 3.5 Years ;;;
; SE-ROO ;Airbus A320-251N; CY180 ; 29 May 2019 ; Parked ; Nokve Viking ; 2.8 Years ;;;
; SE-ROP ;Airbus A320-251N; CY180 ; 27 Aug 2018 ;lsd ; Eldrid Viking ; 3.5 Years ;;;
; SE-ROR ;Airbus A320-251N; CY180 ; 25 Jul 2019 ;; Gandalf Viking ; 2.6 Years ;;;
; SE-ROS ;Airbus A320-251N; CY180 ; 30 Oct 2019 ;; Helsing Viking ; 2.4 Years ;;;
; SE-ROT ;Airbus A320-251N; CY180 ; 6 Nov 2019 ;; Hysing Viking ; 2.3 Years ;;;
; SE-ROU ;Airbus A320-251N; CY180 ; 3 Mar 2020 ;lsd ; Liv Viking ; 2.2 Years ;;;
; SE-ROX ;Airbus A320-251N; CY180 ; 17 Dec 2019 ;; Roar Viking ; 2.2 Years ;;;
; SE-ROY ;Airbus A320-251N; CY180 ; 17 Dec 2019 ;lsd ; Yrsa Viking ; 2.2 Years ;;;
; SE-ROZ ;Airbus A320-251N; CY180 ; 28 Feb 2020 ;lsd ; Ossur Viking ; 2 Years ;;;
; SE-RUA ;Airbus A320-251N; CY180 ; 26 Jun 2020 ;lsd ; Asfrid Viking ; 1.7 Years ;;;
; SE-RUB ;Airbus A320-251N; CY180 ; 1 Sep 2020 ;lsd ; Birger Viking ; 1.6 Years ;;;
; SE-RUC ;Airbus A320-251N; CY180 ; 18 Dec 2020 ;lsd ; Drott Viking ; 1.3 Years ;;;
; SE-RUD ;Airbus A320-251N; CY180 ; 15 Jan 2021 ;lsd ; Domar Viking ; 1.2 Years ;;;
; SE-RUE ;Airbus A320-251N; CY180 ; 27 Jan 2021 ;lsd ; Hervor Viking ; 1.1 Years ;;;
; SE-RUF ;Airbus A320-251N; CY180 ; 14 Apr 2021 ;lsd ; Gunnar Viking ; 1 Years ;;;
; LN-RKI ;Airbus A321-232; CY200 ; 11 Oct 2002 ; Parked CPH ; Gunnhild Viking ; 19.5 Years ;;;
; LN-RKK ;Airbus A321-232; CY200 ; 24 May 2006 ; Parked CPH, lsd ; Svipdag Viking ; 19.3 Years ;;;
; OY-KBB ;Airbus A321-232; CY200 ; 19 Dec 2001 ; Parked MAD ; Hjörulf Viking ; 20.2 Years ;;;
; OY-KBE ;Airbus A321-232; CY200 ; 27 Aug 2002 ; Parked MAD ; Emma Viking ; 19.5 Years ;;;
; OY-KBF ;Airbus A321-232; CY200 ; 13 Sep 2002 ; Parked MAD, lsd ; Skapti Viking ; 19.5 Years ;;;
; OY-KBH ;Airbus A321-232; CY200 ; 7 Nov 2002 ; Parked MAD, lsd ; Sulke Viking ; 20 Years ;;;
; OY-KBK ;Airbus A321-232; CY200 ; 12 Nov 2001 ; Parked MAD ; Arne Viking ; 20.4 Years ;;;
; OY-KBL ;Airbus A321-232; CY200 ; 27 Nov 2001 ; Parked MAD, lsd ; Gunnbjörn Viking ; 20.3 Years ;;;
; SE-DMO ;Airbus A321-253NX; C22W12Y123 ; 15 Oct 2020 ;lsd ; Jarl Viking ; 1.5 Years ;;;
; SE-DMR ;Airbus A321-253NX; C22W12Y123 ; 22 Sep 2021 ; Parked, lsd ; Ása Viking ; 0.5 Years ;;;
; SE-DMS ;Airbus A321-253NX; C22W12Y123 ; 23 Feb 2022 ;lsd ; Finn Viking ; 0.2 Years ;;;
; LN-RKM ;Airbus A330-343; C32W56Y178 ; 16 Oct 2012 ;; Eystein Viking ; 19.4 Years ;;;
; LN-RKN ;Airbus A330-343; C32W56Y178 ; 13 Nov 2012 ;; Erik Viking ; 18.2 Years ;;;
; LN-RKO ;Airbus A330-343; C32W56Y178 ; 11 Jan 2013 ; Parked ; Sigrid Viking ; 19.1 Years ;;;
; LN-RKR ;Airbus A330-343; C32W56Y174 ; 15 Sep 2015 ;lsd ; Tore Viking ; 6.5 Years ;;;
; LN-RKS ;Airbus A330-343; C32W56Y174 ; 25 Sep 2015 ;lsd ; Frithiof Viking ; 6.5 Years ;;;
; LN-RKT ;Airbus A330-343; C32W56Y174 ; 27 Jan 2016 ;lsd ; Bele Viking ; 6.1 Years ;;;
; LN-RKU ;Airbus A330-343; C32W56Y174 ; 5 Apr 2016 ;lsd ; Helge Viking ; 6 Years ;;;
; SE-REH ;Airbus A330-343; C32W56Y174 ; 4 Jul 2019 ;lsd ; Birk Viking ; 2.8 Years ;;;
; SE-RSA ;Airbus A350-941; C40W32Y228 ; 28 Nov 2019 ;; Ingegerd Viking ; 2.3 Years ;;;
; SE-RSB ;Airbus A350-941; C40W32Y228 ; 6 Feb 2020 ; Parked ; Hagbard Viking ; 2.1 Years ;;;
; SE-RSC ;Airbus A350-941; C40W32Y228 ; 11 Mar 2020 ;lsd ; Orvar Odd Viking ; 2 Years ;;;
; SE-RSD ;Airbus A350-941; C40W32Y228 ; 30 Jun 2020 ; Parked, lsd ; Halvard Viking ; 1.7 Years ;;;
; SE-RSE ;Airbus A350-941; C40W32Y228 ; 26 Mar 2021 ; Parked ; Ingeborg Viking ; 1 Years ;;;
; SE-RSF ;Airbus A350-941; C40W32Y228 ; 22 Jun 2021 ; Parked, lsd ; Hjalmar Viking ; 0.8 Years ;;;
; SE- ;Airbus A350-941; C40W32Y228 ; On Order ;;;;;;
; ES-ATC ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;opby Xfly ; Skagul Viking ; 7.6 Years ;;;
; ES-ATD ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;opby Xfly ; Skjalm Viking ; 7.6 Years ;;;
; ES-ATE ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;opby Xfly ; Torver Viking ; 8.3 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; ES-ATH ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;opby Xfly ; Gyrid Viking ; 9.2 Years ;;;
; ES-ATI ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;opby Xfly ; Rorik Viking ; 9 Years ;;;
; ES-ATJ ;ATR 72-600 (72-212A); Y70 ; 28 Oct 2020 ; Parked, opby Xfly ; Njal Viking ; 9.3 Years ;;;
; LN-RNW ;Boeing 737-783(WL); CY141 ; 16 Mar 2010 ; Parked ; Granmar Viking ; 12 Years ;;;
; LN-RPJ ;Boeing 737-783; CY141 ; 1 Oct 2009 ;; Grimhild Viking ; 22.1 Years ;;;
; LN-RRA ;Boeing 737-783(WL); CY141 ; 1 Oct 2009 ;; Steinar Viking ; 14.7 Years ;;;
; LN-RRB ;Boeing 737-783(WL); CY141 ; 1 Oct 2009 ;; Dag Viking ; 14.6 Years ;;;
; LN-TUL ;Boeing 737-705(WL); CY141 ; 1 Oct 2009 ;; Håkon IV Håkonsson ; 20.1 Years ;;;
; LN-TUM ;Boeing 737-705(WL); CY141 ; 1 Oct 2009 ;; Øystein Magnusson ; 19.9 Years ;;;
; SE-RET ;Boeing 737-76N(WL); CY141 ; 24 May 2012 ;lsd ; Katarina Viking ; 20 Years ;;;
; SE-REU ;Boeing 737-76N(WL); CY141 ; 14 Aug 2012 ;lsd ; Folke Viking ; 19.8 Years ;;;
; SE-REX ;Boeing 737-76N(WL); CY141 ; 14 Nov 2012 ;lsd ; Lodin Viking ; 19.4 Years ;;;
; SE-RJX ;Boeing 737-76N(WL); CY141 ; 9 Jan 2015 ;lsd ; Vagn Viking ; 15.1 Years ;;;
; LN-RRE ;Boeing 737-85P(WL); CY183 ; 1 Oct 2009 ;lsd, Star Alliance cs ; Knut Viking ; 13.9 Years ;;;
; LN-RRF ;Boeing 737-85P(WL); CY183 ; 1 Oct 2009 ;lsd ; Froydis Viking ; 13.8 Years ;;;
; LN-RRG ;Boeing 737-85P(WL); CY183 ; 1 Oct 2009 ;; Einar Viking ; 13.7 Years ;;;
; LN-RRH ;Boeing 737-883(WL); CY183 ; 31 May 2009 ;; Freja Viking ; 12.8 Years ;;;
; EI-FPB ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 23 Mar 2016 ;opby Cityjet ; Alof Viking ; 6 Years ;;;
; EI-FPF ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 27 Apr 2016 ; Parked, opby Cityjet ; Arna Viking ; 5.9 Years ;;;
; EI-FPG ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 17 May 2016 ;opby Cityjet ; Budle Viking ; 5.8 Years ;;;
; EI-FPH ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 16 Jun 2016 ;opby Cityjet ; Bikke Viking ; 5.7 Years ;;;
; EI-FPN ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 30 Jun 2017 ; Parked, opby Cityjet ; Menja Viking ; 4.7 Years ;;;
; EI-FPP ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 14 Sep 2017 ; Parked, opby Cityjet ; Olver Viking ; 4.7 Years ;;;
; EI-FPR ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 28 Sep 2017 ;opby Cityjet ; Ragnvi Viking ; 4.5 Years ;;;
; EI-FPS ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 13 Oct 2017 ;opby Cityjet ; Sifka Viking ; 4.5 Years ;;;
; EI-FPT ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 9 Nov 2017 ;opby Cityjet ; Skogul Viking ; 4.4 Years ;;;
; EI-FPU ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 7 Dec 2017 ;opby Cityjet ; Svior Viking ; 4.4 Years ;;;
; EI-FPV ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 15 Dec 2017 ;opby Cityjet ; Trud Viking ; 4.3 Years ;;;
; EI-FPW ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 8 Feb 2018 ;opby Cityjet ; Una Viking ; 4.1 Years ;;;
; EI-FPX ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 6 Mar 2018 ;opby Cityjet ; Vale Viking ; 4 Years ;;;
; EI-GEF ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 2 Sep 2019 ;opby Cityjet ; Hardeknut Viking ; 12.5 Years ;;;
; ES-ACB ;Bombardier CRJ-900ER (CL-600-2D24); Y88 ; 23 Jun 2021 ;opby Xfly ; Byrge Viking ; 11.2 Years ;;;
; ES-ACG ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 1 Mar 2020 ;opby Xfly ; Dvalin Viking ; 10 Years ;;;
; ES-ACJ ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 3 Jul 2021 ;opby Xfly ; Fafner Viking ; 12.3 Years ;;;
; ES-ACK ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 15 Mar 2020 ;opby Xfly ; Alfhild Viking ; 13.2 Years ;;;
; ES-ACM ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ;opby Xfly ; Johan Viking ; 13.3 Years ;;;
; SE-RSI ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Holte Viking ; 14.5 Years ;;;
; SE-RSK ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Gudrid Viking ; 14.4 Years ;;;
; SE-RSL ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Ivalde Viking ; 14.4 Years ;;;
; SE-RSM ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Kvaser Viking ; 14.2 Years ;;;
; SE-RSN ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Lin Viking ; 14 Years ;;;
; SE-RSO ;Embraer ERJ-195LR (ERJ-190-200 LR); CY114 ; Due ; Stored, lsd ; Eilif Viking ; 14 Years ;;;
