;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-JRJ ;Airbus A321-231; CY194 ; 7 Mar 2008 ;; Çorum ; 14 Years ;;;
; TC-JRK ;Airbus A321-231; CY194 ; 22 May 2008 ;; Batman ; 13.8 Years ;;;
; TC-JRL ;Airbus A321-231; CY194 ; 3 Jun 2008 ;Star Alliance cs ; Tarsus ; 13.8 Years ;;;
; TC-JRM ;Airbus A321-231; C16Y164 ; 28 Mar 2011 ;; Afyonkarahisar ; 11 Years ;;;
; TC-JRN ;Airbus A321-231; C16Y164 ; 29 Mar 2011 ;; Sarıyer ; 10.9 Years ;;;
; TC-JRO ;Airbus A321-231; C16Y164 ; 28 Apr 2011 ; Parked, EuroLeague cs ; Uludağ ; 10.9 Years ;;;
; TC-JRP ;Airbus A321-231; C16Y164 ; 11 May 2011 ;Star Alliance cs ; Ürgüp ; 10.8 Years ;;;
; TC-JRR ;Airbus A321-231; C16Y164 ; 18 May 2011 ;Star Alliance cs ; Emirgan ; 10.9 Years ;;;
; TC-JRS ;Airbus A321-231; C16Y164 ; 29 Jun 2011 ;Star Alliance cs ; Datça ; 10.7 Years ;;;
; TC-JRT ;Airbus A321-231; C16Y164 ; 8 Jul 2011 ; Parked ; Alaçatı ; 10.7 Years ;;;
; TC-JRU ;Airbus A321-231; C16Y164 ; 3 Aug 2011 ;; Florya ; 10.6 Years ;;;
; TC-JRV ;Airbus A321-231; C16Y164 ; 21 Mar 2012 ;; Ümraniye ; 10 Years ;;;
; TC-JRY ;Airbus A321-231; C16Y164 ; 21 Mar 2012 ;Star Alliance cs ; Beyoğlu ; 10 Years ;;;
; TC-JRZ ;Airbus A321-231; C16Y164 ; 26 Apr 2012 ; Parked ; Maltepe ; 9.9 Years ;;;
; TC-JSA ;Airbus A321-231; C16Y164 ; 15 May 2012 ;; Gaziosmanpaşa ; 9.8 Years ;;;
; TC-JSB ;Airbus A321-231; C16Y164 ; 28 Jun 2012 ;; Mut ; 9.7 Years ;;;
; TC-JSC ;Airbus A321-231; C16Y164 ; 8 Aug 2012 ;; Arnavutköy ; 9.6 Years ;;;
; TC-JSD ;Airbus A321-231; C16Y164 ; 4 Dec 2012 ;; Kız Kulesi ; 9.3 Years ;;;
; TC-JSE ;Airbus A321-231(WL); C16Y164 ; 23 Jan 2013 ;; Kizilirmak ; 9.1 Years ;;;
; TC-JSF ;Airbus A321-231(WL); C16Y164 ; 12 Feb 2013 ;; Niğde ; 9.1 Years ;;;
; TC-JSG ;Airbus A321-231(WL); C16Y164 ; 6 Mar 2013 ;Star Alliance cs ; Ordu ; 9 Years ;;;
; TC-JSH ;Airbus A321-231(WL); C16Y164 ; 17 Apr 2013 ; Parked ; Van ; 8.9 Years ;;;
; TC-JSI ;Airbus A321-231(WL); C16Y164 ; 7 May 2013 ; Parked ; Tunceli ; 8.8 Years ;;;
; TC-JSJ ;Airbus A321-231(WL); C16Y164 ; 1 Jul 2013 ; Parked ; Keçiören ; 8.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-JSK ;Airbus A321-231(WL); C16Y164 ; 18 Jun 2013 ;; Kula ; 8.7 Years ;;;
; TC-JSL ;Airbus A321-231(WL); C16Y164 ; 24 Jun 2013 ;; Kulu ; 8.7 Years ;;;
; TC-JSM ;Airbus A321-231(WL); C16Y164 ; 30 Jul 2013 ;; Ayder ; 8.7 Years ;;;
; TC-JSN ;Airbus A321-231(WL); C16Y164 ; 23 Mar 2015 ; Parked ; Yüksekova ; 7 Years ;;;
; TC-JSO ;Airbus A321-231(WL); C16Y164 ; 27 Apr 2015 ; Parked ; Gümüşhane ; 6.9 Years ;;;
; TC-JSP ;Airbus A321-231(WL); C16Y164 ; 13 May 2015 ;; Şırnak ; 6.8 Years ;;;
; TC-JSR ;Airbus A321-231(WL); C16Y164 ; 18 Jun 2015 ;; Kırklareli ; 6.7 Years ;;;
; TC-JSS ;Airbus A321-231(WL); C16Y164 ; 1 Jul 2015 ;; Düzce ; 6.7 Years ;;;
; TC-JST ;Airbus A321-231(WL); C16Y164 ; 13 Jul 2015 ; Parked ; Sinop ; 6.7 Years ;;;
; TC-JSU ;Airbus A321-231(WL); C16Y164 ; 3 Aug 2015 ; Parked ; Kalecik ; 6.6 Years ;;;
; TC-JSV ;Airbus A321-231(WL); C16Y164 ; 27 Aug 2015 ;; Ilgın ; 6.6 Years ;;;
; TC-JSY ;Airbus A321-231(WL); C16Y164 ; 28 Aug 2015 ;; Merzifon ; 6.5 Years ;;;
; TC-JSZ ;Airbus A321-231(WL); C16Y164 ; 14 Sep 2015 ;; Fatih ; 6.5 Years ;;;
; TC-JTA ;Airbus A321-231(WL); C20Y158 ; 28 Sep 2015 ; Parked ; Gelibolu ; 6.4 Years ;;;
; TC-JTD ;Airbus A321-231(WL); C16Y164 ; 27 Oct 2015 ; Parked ; Çankaya ; 6.4 Years ;;;
; TC-JTE ;Airbus A321-231(WL); C16Y164 ; 25 Nov 2015 ; Parked, "30 Years of Miles & Smiles" sticker ; Polatlı ; 6.3 Years ;;;
; TC-JTF ;Airbus A321-231(WL); C20Y158 ; 23 Feb 2016 ; Parked ISL ; Ataşehir ; 6.1 Years ;;;
; TC-JTG ;Airbus A321-231(WL); C16Y164 ; 24 Feb 2016 ;; Avcılar ; 6.1 Years ;;;
; TC-JTH ;Airbus A321-231(WL); C16Y164 ; 17 Mar 2016 ;; Ayvacık ; 6 Years ;;;
; TC-JTI ;Airbus A321-231(WL); C20Y158 ; 22 Apr 2016 ;; Büyükçekmece ; 5.9 Years ;;;
; TC-JTJ ;Airbus A321-231(WL); C16Y164 ; 31 May 2016 ;; Küçükçekmece ; 5.8 Years ;;;
; TC-JTK ;Airbus A321-231(WL); C20Y158 ; 31 May 2016 ; Parked, "#PinkCap" sticker ; Görele ; 5.8 Years ;;;
; TC-JTL ;Airbus A321-231(WL); C16Y164 ; 16 Jun 2016 ;; Çengelköy ; 5.7 Years ;;;
; TC-JTM ;Airbus A321-231(WL); C16Y164 ; 28 Jul 2016 ;; Saraçhane ; 5.6 Years ;;;
; TC-JTN ;Airbus A321-231(WL); C16Y164 ; 26 Aug 2016 ; Parked ; Köyceğiz ; 5.5 Years ;;;
; TC-JTO ;Airbus A321-231(WL); C16Y164 ; 23 Sep 2016 ;; Silivri ; 5.5 Years ;;;
; TC-JTP ;Airbus A321-231(WL); C16Y164 ; 26 Jan 2017 ;lsd ; Çanakkale ; 5.1 Years ;;;
; TC-JTR ;Airbus A321-231(WL); C16Y164 ; 31 Jan 2017 ;lsd, Teknofest cs ; Bahçelievler ; 5.1 Years ;;;
; TC-LSA ;Airbus A321-271NX; C20Y162 ; 12 Jul 2018 ;; Rize ; 3.7 Years ;;;
; TC-LSB ;Airbus A321-271NX; C20Y162 ; 11 Mar 2019 ;; Kilis ; 3 Years ;;;
; TC-LSC ;Airbus A321-271NX; C20Y162 ; 20 Dec 2018 ;; Bakırköy ; 3.2 Years ;;;
; TC-LSD ;Airbus A321-271NX; C20Y162 ; 21 Feb 2019 ;; Osmaniye ; 3 Years ;;;
; TC-LSE ;Airbus A321-271NX; C20Y162 ; 25 Mar 2019 ;; Bilecik ; 3 Years ;;;
; TC-LSF ;Airbus A321-271NX; C20Y162 ; 28 Jun 2019 ;; Hasankeyf ; 2.7 Years ;;;
; TC-LSG ;Airbus A321-271NX; C20Y162 ; 10 May 2019 ;; Yozgat ; 2.8 Years ;;;
; TC-LSH ;Airbus A321-271NX; C20Y162 ; 22 Aug 2019 ;; Sivrihisar ; 2.5 Years ;;;
; TC-LSJ ;Airbus A321-271NX; C20Y162 ; 30 Oct 2019 ;lsd ; Esenler ; 2.3 Years ;;;
; TC-LSK ;Airbus A321-271NX; C20Y162 ; 30 Oct 2019 ;; Aksaray ; 2.4 Years ;;;
; TC-LSL ;Airbus A321-271NX; C20Y162 ; 14 Feb 2020 ;lsd ;; 2.1 Years ;;;
; TC-LSM ;Airbus A321-271NX; C20Y162 ; 27 Nov 2019 ;; Karabük ; 2.3 Years ;;;
; TC-LSN ;Airbus A321-271NX; C20Y162 ; 27 Dec 2019 ;lsd ; Erzincan ; 2.2 Years ;;;
; TC-LSO ;Airbus A321-271NX; C20Y162 ; 24 Dec 2019 ;; Alanya ; 2.2 Years ;;;
; TC-LSP ;Airbus A321-271NX; C20Y162 ; 11 Dec 2019 ;lsd ; Kadıköy ; 2.2 Years ;;;
; TC-LSR ;Airbus A321-271NX; C20Y162 ; 17 Apr 2020 ;; İnegöl ; 2 Years ;;;
; TC-LSS ;Airbus A321-271NX; C20Y162 ; 30 Jun 2020 ;lsd ; Bandırma ; 1.9 Years ;;;
; TC-LST ;Airbus A321-271NX; C20Y162 ; 30 Jun 2020 ;lsd ; Palandöken ; 1.9 Years ;;;
; TC-LSU ;Airbus A321-271NX; C20Y162 ; 17 Apr 2020 ;; Siirt ; 2 Years ;;;
; TC-LSV ;Airbus A321-271NX; C20Y162 ; 2 Sep 2020 ;; Yedigöller ; 1.5 Years ;;;
; TC-LSY ;Airbus A321-271NX; C20Y162 ; 21 Jul 2020 ;; Nevşehir ; 1.6 Years ;;;
; TC-LSZ ;Airbus A321-271NX; C20Y162 ; 30 Oct 2020 ;; Erenköy ; 1.4 Years ;;;
; TC-LTA ;Airbus A321-271NX; C20Y162 ; 28 Oct 2020 ;;; 1.4 Years ;;;
; TC-LTB ;Airbus A321-271NX; C20Y162 ; 15 Dec 2020 ;;; 1.2 Years ;;;
; TC-LTC ;Airbus A321-271NX; C20Y162 ; 27 Nov 2020 ;;; 1.3 Years ;;;
; TC-LTD ;Airbus A321-271NX; C20Y162 ; 21 Apr 2021 ;;; 0.9 Years ;;;
; TC-LTE ;Airbus A321-271NX; C20Y162 ; 29 Apr 2021 ;;; 0.9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-LTF ;Airbus A321-271NX; C20Y162 ; 30 Jun 2021 ;;; 0.7 Years ;;;
; TC-LTG ;Airbus A321-271NX; C20Y162 ; 30 Jul 2021 ;;; 0.6 Years ;;;
; TC-LTH ;Airbus A321-271NX; C20Y162 ; 14 Jun 2021 ;;; 0.7 Years ;;;
; TC-LTI ;Airbus A321-271NX; C20Y162 ; 26 May 2021 ;;; 0.8 Years ;;;
; TC-LTL ;Airbus A321-271NX; C20Y162 ; On Order ;;;;;;
; TC- ;Airbus A321-271NX;; On Order ;;;;;;
; TC- ;Airbus A321-271NX;; On Order ;;;;;;
; TC-JCI ;Airbus A330-243F; Cargo ; 27 Aug 2013 ;; Kervan ; 8.6 Years ;;;
; TC-JDO ;Airbus A330-243F; Cargo ; 29 Sep 2010 ;; Meriç ; 12.3 Years ;;;
; TC-JDP ;Airbus A330-243F; Cargo ; 22 Jun 2011 ;; Firat ; 10.8 Years ;;;
; TC-JDR ;Airbus A330-243F; Cargo ; 9 Oct 2012 ;; Gediz ; 9.5 Years ;;;
; TC-JDS ;Airbus A330-243F; Cargo ; 30 May 2013 ;; Trakya ; 8.8 Years ;;;
; TC-JIO ;Airbus A330-223; C24Y255 ; 26 Jun 2014 ; Parked, lsd ; Eskişehir ; 14.3 Years ;;;
; TC-JIP ;Airbus A330-223; C24Y255 ; 14 Aug 2014 ; Parked, lsd ; Lale (Tulip) ; 14.3 Years ;;;
; TC-JIR ;Airbus A330-223; C24Y255 ; 24 Jul 2014 ;lsd ; Çatalhöyük ; 13.5 Years ;;;
; TC-JIS ;Airbus A330-223; C24Y255 ; 11 Sep 2014 ; Parked, lsd ;; 13.4 Years ;;;
; TC-JIT ;Airbus A330-223; C24Y255 ; 29 Sep 2014 ; Parked, lsd ;; 13.2 Years ;;;
; TC-JIZ ;Airbus A330-223; C24Y255 ; 14 Jul 2015 ;lsd, Invest in Turkey cs ; Alacahöyük ; 11.9 Years ;;;
; TC-JNA ;Airbus A330-203; C18Y232 ; 12 Dec 2005 ;; Gaziantep ; 16.5 Years ;;;
; TC-JNB ;Airbus A330-203; C18Y232 ; 21 Dec 2005 ;Türkiye cs ; Konya ; 16.3 Years ;;;
; TC-JNC ;Airbus A330-203; C18Y232 ; 11 May 2006 ;Retro cs ; Kushimoto ; 15.9 Years ;;;
; TC-JND ;Airbus A330-203; C18Y232 ; 28 Jun 2006 ;; Antalya ; 15.7 Years ;;;
; TC-JNE ;Airbus A330-203; C18Y232 ; 28 Jul 2006 ;; Kayseri ; 15.6 Years ;;;
; TC-JOO ;Airbus A330-223F; Cargo ; 19 Sep 2018 ;;; 10.2 Years ;;;
; TC-JOU ;Airbus A330-243F; Cargo ; 17 Apr 2015 ;; Ceyhan ; 7.7 Years ;;;
; TC-JOV ;Airbus A330-243F; Cargo ; 28 Apr 2016 ;; Çoruh ; 5.9 Years ;;;
; TC-JOY ;Airbus A330-243F; Cargo ; 31 Oct 2016 ;; Ergene ; 5.5 Years ;;;
; TC-JOZ ;Airbus A330-243F; Cargo ; 9 Feb 2017 ;;; 5.1 Years ;;;
; TC-LOH ;Airbus A330-223; C24Y255 ; Jun 2018 ; Parked, lsd ;; 11 Years ;;;
; TC-LOI ;Airbus A330-223; C24Y255 ; 2 Aug 2018 ; Parked, lsd ;; 10.9 Years ;;;
; TC-JNH ;Airbus A330-343; C28Y261 ; 28 Sep 2010 ;; Topkapı ; 11.5 Years ;;;
; TC-JNI ;Airbus A330-343; C28Y261 ; 13 Oct 2010 ;; Konak ; 11.4 Years ;;;
; TC-JNJ ;Airbus A330-343; C28Y261 ; 30 Nov 2010 ;; Kapadokya ; 11.3 Years ;;;
; TC-JNK ;Airbus A330-343; C28Y261 ; 30 Nov 2010 ;; Şanlıurfa ; 11.3 Years ;;;
; TC-JNL ;Airbus A330-343; C28Y261 ; 30 Mar 2011 ;; Trabzon ; 11.1 Years ;;;
; TC-JNM ;Airbus A330-343; C28Y261 ; 24 Mar 2011 ;; Samsun ; 11 Years ;;;
; TC-JNN ;Airbus A330-343; C28Y261 ; 16 May 2011 ;; Selçuklu ; 10.9 Years ;;;
; TC-JNO ;Airbus A330-343; C28Y261 ; 16 Mar 2012 ;; Boğaziçi ; 10 Years ;;;
; TC-JNP ;Airbus A330-343; C28Y261 ; 26 Apr 2012 ;; Gökçeada ; 9.9 Years ;;;
; TC-JNR ;Airbus A330-343; C28Y261 ; 9 May 2012 ;; Haliç Golden Horn ; 9.9 Years ;;;
; TC-JNS ;Airbus A330-303; C28Y261 ; 20 Nov 2013 ;lsd ; Hattuşaş ; 8.4 Years ;;;
; TC-JNT ;Airbus A330-303; C28Y261 ; 3 Dec 2013 ;lsd ; Bursa ; 8.3 Years ;;;
; TC-JNZ ;Airbus A330-303; C28Y261 ; 14 Jan 2014 ; Parked, lsd ; Kartalkaya ; 8.2 Years ;;;
; TC-JOA ;Airbus A330-303; C28Y261 ; 4 Mar 2014 ;lsd ; Pamukkale ; 8 Years ;;;
; TC-JOB ;Airbus A330-303; C28Y261 ; 22 Apr 2014 ;; Bozcaada ; 8 Years ;;;
; TC-JOD ;Airbus A330-303; C28Y261 ; 27 Jun 2014 ;; Malazgirt ; 7.7 Years ;;;
; TC-JOE ;Airbus A330-303; C28Y261 ; 20 Nov 2014 ;; Diyarbakır ; 7.3 Years ;;;
; TC-JOF ;Airbus A330-303; C28Y261 ; 7 Apr 2015 ;; Sakarya ; 7 Years ;;;
; TC-JOG ;Airbus A330-303; C28Y261 ; 16 Apr 2015 ;; Truva (Troy) ; 6.9 Years ;;;
; TC-JOH ;Airbus A330-303; C28Y261 ; 21 Apr 2015 ;;; 6.9 Years ;;;
; TC-JOI ;Airbus A330-303; C28Y261 ; 22 May 2015 ;; Kızılcahamam ; 6.9 Years ;;;
; TC-JOJ ;Airbus A330-303; C28Y261 ; 29 Jun 2015 ;;; 6.7 Years ;;;
; TC-JOK ;Airbus A330-303; C28Y261 ; 10 Jul 2015 ;;; 6.7 Years ;;;
; TC-JOL ;Airbus A330-303; C28Y261 ; 30 Jun 2015 ;; Aydın ; 6.7 Years ;;;
; TC-JOM ;Airbus A330-302; C28Y263 ; 30 Apr 2015 ; Parked ISL, lsf Afriqiyah Airways ; Efes (Ephesus) ; 7.9 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-LNC ;Airbus A330-303; C28Y261 ; 4 Feb 2016 ;"300th Aircraft" sticker ; Refahiye ; 6.1 Years ;;;
; TC-LND ;Airbus A330-303; C28Y261 ; 26 Feb 2016 ;Turkey national football team cs ;; 6.1 Years ;;;
; TC-LNE ;Airbus A330-303; C28Y261 ; 31 Mar 2016 ; Parked ; Göbeklitepe ; 6 Years ;;;
; TC-LNF ;Airbus A330-303; C28Y261 ; 15 Apr 2016 ;; Kocaeli ; 5.9 Years ;;;
; TC-LNG ;Airbus A330-303; C28Y261 ; 9 Jun 2016 ;; Mersin ; 5.8 Years ;;;
; TC-LOA ;Airbus A330-343; C40Y265 ; 9 Mar 2017 ;lsd ;; 8.2 Years ;;;
; TC-LOB ;Airbus A330-343; C40Y265 ; 15 May 2017 ;lsd ;; 8.1 Years ;;;
; TC-LOC ;Airbus A330-343; C40Y265 ; 28 Mar 2017 ;lsd ;; 7.7 Years ;;;
; TC-LOD ;Airbus A330-343; C40Y265 ; 6 Apr 2017 ;lsd ;; 7.6 Years ;;;
; TC-LOE ;Airbus A330-343; C40Y265 ; 22 Dec 2016 ;lsd ;; 7.2 Years ;;;
; TC-LOF ;Airbus A330-343; C40Y265 ; 9 Feb 2017 ;lsd ;; 6.3 Years ;;;
; TC-LOG ;Airbus A330-343; C40Y265 ; 19 Apr 2017 ;lsd ;; 6.2 Years ;;;
; TC-LOL ;Airbus A330-343; C21Y324 ; 18 Dec 2019 ; Parked, lsd ;; 12 Years ;;;
; TC-LGA ;Airbus A350-941; C32Y297 ; 22 Oct 2020 ;;; 2 Years ;;;
; TC-LGB ;Airbus A350-941; C32Y297 ; 23 Oct 2020 ;lsd ;; 1.7 Years ;;;
; TC-LGC ;Airbus A350-941; C32Y297 ; 28 Jan 2021 ;lsd ;; 1.6 Years ;;;
; TC-LGD ;Airbus A350-941; C32Y297 ; 12 Mar 2021 ;lsd ;; 1.1 Years ;;;
; TC-LGE ;Airbus A350-941; C32Y297 ; 5 May 2021 ;;; 0.9 Years ;;;
; TC-LGF ;Airbus A350-941; C32Y297 ; 18 Feb 2022 ;;; 0.1 Years ;;;
; TC-LCA ;Boeing 737-8 MAX; C16Y135 ; 17 Aug 2018 ;; Tokat ; 3.6 Years ;;;
; TC-LCB ;Boeing 737-8 MAX; C16Y135 ; 29 Nov 2018 ;; Isparta ; 3.3 Years ;;;
; TC-LCC ;Boeing 737-8 MAX; C16Y135 ; 5 Nov 2018 ;; Karaman ; 3.4 Years ;;;
; TC-LCD ;Boeing 737-8 MAX; C16Y135 ; 29 Sep 2018 ;; Kırşehir ; 3.5 Years ;;;
; TC-LCE ;Boeing 737-8 MAX; C16Y135 ; 30 Nov 2018 ;; Bartın ; 3.3 Years ;;;
; TC-LCF ;Boeing 737-8 MAX; C16Y135 ; 22 Sep 2018 ;; Muş ; 3.5 Years ;;;
; TC-LCG ;Boeing 737-8 MAX; C16Y135 ; 20 Dec 2018 ;; Hakkari ; 3.2 Years ;;;
; TC-LCH ;Boeing 737-8 MAX; C16Y135 ; 26 Oct 2021 ;;; 2.7 Years ;;;
; TC-LCI ;Boeing 737-8 MAX; C16Y135 ; 12 Jan 2022 ;;; 2.6 Years ;;;
; TC-LCJ ;Boeing 737-8 MAX; C16Y135 ; 1 Feb 2019 ;;; 3.1 Years ;;;
; TC-LCK ;Boeing 737-8 MAX; C16Y135 ; 20 Feb 2019 ;;; 3.1 Years ;;;
; TC-LCL ;Boeing 737-8 MAX; C16Y135 ; 22 Feb 2019 ;;; 3.1 Years ;;;
; TC-LCM ;Boeing 737-8 MAX; C16Y135 ; 21 Feb 2019 ;;; 3 Years ;;;
; TC-LCN ;Boeing 737-8 MAX; C16Y135 ; 29 Jun 2021 ;;; 3 Years ;;;
; TC-LCO ;Boeing 737-8 MAX; C16Y135 ; 25 Jun 2021 ;;; 3 Years ;;;
; TC-LCP ;Boeing 737-8 MAX; C16Y135 ; 29 Jun 2021 ;;; 2.9 Years ;;;
; TC-LCR ;Boeing 737-8 MAX; C16Y135 ; 25 Aug 2021 ;;; 2.9 Years ;;;
; TC-LCS ;Boeing 737-8 MAX; C16Y135 ; 20 Sep 2021 ;;; 2.8 Years ;;;
; TC-LCT ;Boeing 737-8 MAX; C16Y135 ; 15 Sep 2021 ;;; 2.8 Years ;;;
; TC-LCU ;Boeing 737-8 MAX; C16Y135 ; 30 Sep 2021 ;;; 0.5 Years ;;;
; TC-LYA ;Boeing 737-9 MAX; C16Y153 ; 28 Feb 2019 ;;; 3.1 Years ;;;
; TC-LYB ;Boeing 737-9 MAX; C16Y153 ; 23 Jun 2021 ;;; 3 Years ;;;
; TC-LYC ;Boeing 737-9 MAX; C16Y153 ; 2 Nov 2021 ;;; 2.7 Years ;;;
; TC-LYD ;Boeing 737-9 MAX; C16Y153 ; 7 Sep 2021 ;;; 2.9 Years ;;;
; TC-LYE ;Boeing 737-9 MAX; C16Y153 ; 28 Sep 2021 ;;; 2.7 Years ;;;
; TC-JHK ;Boeing 737-8F2(WL); C16Y135 ; 10 Nov 2011 ;; Ardahan ; 10.4 Years ;;;
; TC-JHL ;Boeing 737-8F2(WL); C16Y135 ; 16 Dec 2011 ;; Kemah ; 10.2 Years ;;;
; TC-JHM ;Boeing 737-8F2(WL); C16Y135 ; 29 May 2012 ;; Burgaz ; 9.8 Years ;;;
; TC-JHN ;Boeing 737-8F2(WL); C16Y135 ; 25 Jun 2012 ;; Yeşilırmak ; 9.7 Years ;;;
; TC-JHO ;Boeing 737-8F2(WL); C16Y135 ; 28 Jan 2013 ;; Köprübaşı ; 9.1 Years ;;;
; TC-JHP ;Boeing 737-8F2(WL); C16Y135 ; 6 Feb 2013 ;; Dicle ; 9.1 Years ;;;
; TC-JHR ;Boeing 737-8F2(WL); C16Y135 ; 27 Mar 2013 ;; Manisa ; 9 Years ;;;
; TC-JHS ;Boeing 737-8F2(WL); C16Y135 ; 10 Apr 2013 ; Parked ; Gölbaşı ; 8.9 Years ;;;
; TC-JHT ;Boeing 737-8F2(WL); C16Y135 ; 22 Apr 2013 ;; Bingöl ; 8.9 Years ;;;
; TC-JHU ;Boeing 737-8F2(WL); C16Y135 ; 2 May 2013 ;; Amasra ; 8.9 Years ;;;
; TC-JHV ;Boeing 737-8F2(WL); C16Y135 ; 5 Feb 2014 ;; Keban ; 8.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-JHY ;Boeing 737-8F2(WL); C16Y135 ; 19 Feb 2014 ;; Mengen ; 8 Years ;;;
; TC-JHZ ;Boeing 737-8F2(WL); C16Y135 ; 4 Mar 2014 ;; İznik ; 8 Years ;;;
; TC-JVA ;Boeing 737-8F2(WL); C16Y135 ; 19 Mar 2014 ; Parked ; Sultanbeyli ; 8 Years ;;;
; TC-JVB ;Boeing 737-8F2(WL); C16Y135 ; 14 Apr 2014 ;; Sultangazi ; 7.9 Years ;;;
; TC-JVC ;Boeing 737-8F2(WL); C16Y135 ; 25 Apr 2014 ;; Şahinbey ; 7.9 Years ;;;
; TC-JVD ;Boeing 737-8F2(WL); C16Y135 ; 7 May 2014 ;; Şile ; 7.8 Years ;;;
; TC-JVE ;Boeing 737-8F2(WL); C16Y135 ; 16 May 2014 ;; Kartal ; 7.8 Years ;;;
; TC-JVF ;Boeing 737-8F2(WL); C16Y135 ; 2 Jun 2014 ;; Pendik ; 7.8 Years ;;;
; TC-JVG ;Boeing 737-8F2(WL); C16Y135 ; 20 Jun 2014 ;; İkizdere ; 7.7 Years ;;;
; TC-JVH ;Boeing 737-8F2(WL); C16Y135 ; 28 Jan 2016 ;; Marmaris ; 6.2 Years ;;;
