;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; CS-TUD ;Airbus A330-941; C34Y264 ; 21 Dec 2018 ;lsd, "Up for another 75 Years" sticker ; John Dos Passos ; 3.2 Years ;;;
; CS-TUE ;Airbus A330-941; C34Y264 ; 11 Jun 2019 ;lsd ; Marquês de Pombal ; 2.8 Years ;;;
; CS-TUF ;Airbus A330-941; C34Y264 ; 1 Mar 2019 ;lsd ; Bartolomeu Perestrelo ; 3 Years ;;;
; CS-TUG ;Airbus A330-941; C34Y264 ; 1 Mar 2019 ;lsd ; Pedro Álvares Cabral ; 3.1 Years ;;;
; CS-TUH ;Airbus A330-941; C34Y264 ; 7 Jun 2019 ;lsd ; D. Dinis ; 2.9 Years ;;;
; CS-TUI ;Airbus A330-941; C34Y264 ; 18 May 2019 ;lsd, "100th Aircraft" sticker ; D. Afonso Henriques ; 3 Years ;;;
; CS-TUJ ;Airbus A330-941; C34Y264 ; 11 Jul 2019 ;lsd ; D. Maria II ; 2.7 Years ;;;
; CS-TUK ;Airbus A330-941; C34Y264 ; 19 Jul 2019 ;lsd, Star Alliance cs ; D. Francisco de Almeida ; 2.7 Years ;;;
; CS-TUL ;Airbus A330-941; C34Y264 ; 11 Jun 2019 ;lsd ; João Vaz Corte-Real ; 2.9 Years ;;;
; CS-TUM ;Airbus A330-941; C34Y264 ; 9 Aug 2019 ;lsd ; Nuno Álvares Pereira ; 2.6 Years ;;;
; CS-TUN ;Airbus A330-941; C34Y264 ; 4 Oct 2019 ;lsd ; D. Fuas Roupinho ; 2.6 Years ;;;
; CS-TUO ;Airbus A330-941; C34Y264 ; 6 Sep 2019 ;lsd ; Fernão Mendes Pinto ; 2.5 Years ;;;
; CS-TUP ;Airbus A330-941; C34Y264 ; 8 Nov 2019 ;lsd ; D. João de Castro ; 2.4 Years ;;;
; CS-TUQ ;Airbus A330-941; C34Y264 ; 18 Dec 2019 ;; Padre António Vieira ; 2.3 Years ;;;
; CS-TUR ;Airbus A330-941; C34Y264 ; 22 Nov 2019 ;; Vasco da Gama ; 2.4 Years ;;;
; CS-TUS ;Airbus A330-941; C34Y264 ; 18 Dec 2019 ;; Infante D. Henrique ; 2.4 Years ;;;
; CS-DJA ;ATR 72-600 (72-212A); Y70 ; Mar 2016 ; Parked, opby White ; Aveiro ; 6.2 Years ;;;
; CS-DJB ;ATR 72-600 (72-212A); Y70 ; 11 May 2016 ;opby White ; Guarda ; 6.1 Years ;;;
; CS-DJC ;ATR 72-600 (72-212A); Y70 ; Mar 2016 ; Parked, opby White ; Beja ; 7 Years ;;;
; CS-DJD ;ATR 72-600 (72-212A); Y70 ; Apr 2016 ;opby White ; Braga ; 7 Years ;;;
; CS-DJE ;ATR 72-600 (72-212A); Y70 ; Apr 2016 ;opby White ; Bragança ; 7 Years ;;;
; CS-DJF ;ATR 72-600 (72-212A); Y70 ; Apr 2016 ;opby White ; Castelo Branco ; 6.3 Years ;;;
; CS-DJG ;ATR 72-600 (72-212A); Y70 ; Jul 2016 ; Parked, opby White ; Santarém ; 5.9 Years ;;;
; CS-DJH ;ATR 72-600 (72-212A); Y70 ; Jul 2016 ; Parked LPCS, opby White ; Portalegre ; 5.9 Years ;;;
; CS-TPO ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Oct 2016 ;opby Portugália ; Açores ; 10.9 Years ;;;
; CS-TPP ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Sep 2016 ;opby Portugália ; Viseu ; 10.8 Years ;;;
; CS-TPQ ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; May 2016 ;opby Portugália ; Faro ; 10.6 Years ;;;
; CS-TPR ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Jun 2016 ;opby Portugália ; Leiria ; 10.6 Years ;;;
; CS-TPS ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Aug 2016 ;opby Portugália ; Viana do Castelo ; 10.3 Years ;;;
; CS-TPT ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; 27 May 2016 ;opby Portugália ; Évora ; 10.3 Years ;;;
; CS-TPU ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Jul 2016 ;opby Portugália ; Setúbal ; 10.2 Years ;;;
; CS-TPV ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; Sep 2016 ;opby Portugália ; Vila Real ; 9.9 Years ;;;
; CS-TPW ;Embraer ERJ-190LR (ERJ-190-100 LR); Y106 ; 20 May 2016 ;opby Portugália ; Coimbra ; 9.8 Years ;;;
; CS-TTW ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 11 Aug 2017 ;opby Portugália ; Fátima ; 11.2 Years ;;;
; CS-TTX ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; Jul 2017 ;opby Portugália ; Porto ; 10.9 Years ;;;
; CS-TTY ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; 10 Jun 2017 ;opby Portugália ; Lisboa ; 9 Years ;;;
; CS-TTZ ;Embraer ERJ-195AR (ERJ-190-200 IGW); Y118 ; Apr 2017 ;opby Portugália ; Madeira ; 8.7 Years ;;;
